appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
,,,,,,,966,3,424,59,88,8463,yes,no,no,,,,,,1800mb,allkeys-lru,4,yes,yes,yes,509,86,yes,10,no
,,,,,,,824,4,263,70,73,11482,no,yes,yes,yes,14,84,17,82,1300mb,noeviction,6,yes,yes,no,587,144,yes,7,yes
,,,,,,,999,5,291,82,80,11821,no,yes,no,,,,,,2000mb,allkeys-random,7,no,yes,yes,629,175,no,11,no
,,,,,,,1057,8,175,100,67,11831,yes,no,no,,,,,,1100mb,volatile-lru,7,no,no,no,471,35,yes,40,no
,,,,,,,1081,5,497,64,71,9116,yes,no,no,yes,25,99,14,80,1400mb,volatile-lru,4,no,no,yes,395,120,yes,15,no
,,,,,,,837,2,475,38,41,11035,yes,no,yes,,,,,,1200mb,allkeys-lfu,5,yes,no,yes,523,19,no,40,no
,,,,,,,763,8,103,83,86,8884,yes,no,yes,yes,2,71,6,81,1300mb,noeviction,6,yes,no,no,718,173,no,8,no
,,,,,,,857,8,180,45,65,8392,yes,yes,yes,,,,,,2500mb,volatile-lfu,3,no,yes,no,343,75,yes,29,no
,,,,,,,901,5,238,98,74,9842,no,yes,no,,,,,,2900mb,volatile-random,5,no,no,no,469,79,no,17,no
,,,,,,,907,3,215,30,51,9099,yes,no,no,,,,,,2200mb,noeviction,6,no,no,no,632,63,no,10,yes
,,,,,,,787,1,250,42,72,9137,yes,no,no,,,,,,1600mb,volatile-lfu,6,no,yes,no,643,78,yes,6,no
,,,,,,,885,5,263,48,86,10957,no,yes,no,yes,4,85,22,79,2000mb,allkeys-random,5,yes,yes,no,431,200,no,36,no
,,,,,,,1036,5,165,83,67,11885,yes,yes,no,yes,10,88,20,76,2900mb,volatile-ttl,6,yes,no,no,406,76,no,7,yes
,,,,,,,870,9,322,17,42,10838,no,no,no,yes,30,91,4,90,1300mb,volatile-lru,3,no,no,yes,351,57,no,16,no
,,,,,,,1077,6,138,78,89,8479,yes,yes,no,,,,,,2400mb,volatile-ttl,6,yes,no,no,395,123,no,36,no
,,,,,,,802,5,410,71,36,8444,yes,yes,no,,,,,,2000mb,allkeys-lfu,4,no,no,no,355,31,yes,12,yes
,,,,,,,774,9,443,59,59,8625,no,yes,yes,yes,6,71,28,83,2900mb,noeviction,6,no,no,yes,357,55,no,18,yes
,,,,,,,1082,2,432,48,57,10027,yes,no,no,,,,,,2800mb,volatile-ttl,5,no,yes,no,449,120,no,34,no
,,,,,,,717,7,317,12,32,11831,yes,no,no,,,,,,1100mb,allkeys-lru,5,yes,yes,yes,706,206,no,38,no
,,,,,,,916,9,358,92,50,8113,no,no,no,,,,,,1500mb,volatile-lfu,3,no,yes,no,346,84,yes,20,no
,,,,,,,1081,8,217,81,59,11014,no,yes,yes,,,,,,1500mb,volatile-lfu,3,no,no,yes,706,89,no,15,no
,,,,,,,862,1,424,36,63,9755,no,yes,no,yes,15,94,13,74,2300mb,noeviction,4,no,yes,yes,514,166,yes,6,no
,,,,,,,771,2,281,18,71,10659,no,yes,no,,,,,,1900mb,allkeys-random,3,yes,no,no,645,175,no,19,no
,,,,,,,781,9,106,12,35,11222,yes,no,no,yes,21,87,18,86,2800mb,volatile-lru,3,no,yes,yes,456,194,yes,22,no
,,,,,,,782,4,500,39,66,9411,yes,yes,yes,yes,17,93,16,87,2800mb,volatile-random,5,yes,yes,yes,516,60,no,37,no
,,,,,,,1065,2,351,63,42,11464,no,no,yes,,,,,,1600mb,volatile-ttl,7,no,no,no,524,170,yes,28,yes
,,,,,,,798,4,495,21,76,10140,no,yes,no,yes,30,73,14,84,2100mb,allkeys-lfu,6,no,yes,yes,724,193,no,7,yes
,,,,,,,879,3,478,90,41,11161,yes,yes,yes,,,,,,2700mb,volatile-lfu,6,yes,yes,yes,642,209,no,34,no
,,,,,,,768,7,401,33,42,11768,yes,yes,yes,yes,2,72,6,75,2200mb,volatile-lru,7,yes,no,yes,568,165,no,31,no
,,,,,,,828,4,165,65,42,11512,no,yes,yes,,,,,,2200mb,allkeys-lru,6,yes,no,no,666,31,no,27,yes
,,,,,,,796,5,173,74,68,8723,yes,no,yes,,,,,,1200mb,allkeys-random,3,no,yes,no,371,209,yes,18,no
,,,,,,,883,7,209,37,82,8610,no,yes,yes,,,,,,2600mb,allkeys-random,6,yes,yes,no,653,245,yes,2,no
,,,,,,,807,7,334,22,32,11317,no,yes,yes,,,,,,2900mb,volatile-ttl,4,no,yes,yes,372,95,yes,35,no
,,,,,,,898,1,312,24,50,9652,no,no,yes,yes,20,70,23,71,1500mb,allkeys-lfu,6,yes,yes,no,431,62,no,5,yes
,,,,,,,937,7,255,40,53,11851,yes,no,yes,,,,,,2700mb,allkeys-lfu,7,no,no,yes,727,19,yes,21,yes
,,,,,,,1100,1,257,10,42,10603,no,no,yes,yes,4,99,13,70,1100mb,allkeys-lru,6,yes,yes,yes,464,92,yes,11,no
,,,,,,,996,9,349,65,42,9545,no,no,no,yes,28,71,8,81,1500mb,volatile-lru,4,no,no,yes,432,42,yes,34,no
,,,,,,,1067,3,241,37,63,9116,yes,no,no,yes,14,73,7,82,2700mb,allkeys-lfu,3,no,yes,no,643,225,no,20,yes
,,,,,,,1032,7,341,67,33,11043,no,no,no,,,,,,1800mb,allkeys-lfu,7,no,no,no,511,20,yes,40,no
,,,,,,,752,3,432,15,30,8153,yes,no,yes,,,,,,2800mb,allkeys-random,4,no,no,no,668,17,no,29,yes
,,,,,,,1001,6,121,34,89,9811,yes,yes,yes,yes,25,77,6,80,1500mb,volatile-ttl,3,no,no,yes,583,25,yes,8,no
,,,,,,,967,7,346,76,63,8998,yes,no,yes,yes,20,86,6,89,1900mb,volatile-ttl,4,yes,no,no,583,143,no,18,no
,,,,,,,955,8,222,58,89,9521,yes,no,no,,,,,,1800mb,allkeys-lfu,3,no,yes,yes,614,100,no,10,no
,,,,,,,938,9,144,56,79,11088,yes,no,yes,yes,30,89,10,79,1300mb,allkeys-random,3,yes,no,yes,273,104,yes,33,yes
,,,,,,,727,9,485,98,53,9204,yes,yes,no,yes,19,87,6,84,1600mb,volatile-random,5,no,yes,yes,549,112,no,1,yes
,,,,,,,937,8,326,60,56,9654,yes,no,no,yes,11,77,9,89,2200mb,allkeys-lfu,4,yes,no,yes,276,27,yes,10,no
,,,,,,,742,1,496,27,60,10277,yes,no,no,yes,24,90,1,83,1400mb,volatile-lru,7,yes,yes,yes,426,202,yes,10,no
,,,,,,,775,6,391,24,73,11344,yes,yes,no,yes,27,72,23,74,1700mb,allkeys-random,6,no,no,no,484,188,yes,31,no
,,,,,,,803,3,122,65,38,9661,yes,no,yes,yes,12,71,8,73,1700mb,volatile-lfu,6,no,no,yes,527,55,no,24,no
,,,,,,,963,6,326,66,31,11317,no,no,yes,yes,4,71,8,86,1400mb,noeviction,4,no,no,yes,285,59,yes,12,yes
,,,,,,,886,5,357,80,30,10460,yes,no,yes,,,,,,2500mb,allkeys-lru,7,yes,yes,no,644,68,no,30,no
,,,,,,,830,9,418,66,83,9528,yes,yes,yes,yes,11,93,3,90,2200mb,volatile-random,6,no,yes,yes,700,156,yes,30,yes
,,,,,,,920,6,269,24,73,11081,no,yes,yes,,,,,,2000mb,allkeys-lru,6,yes,no,no,429,109,no,38,no
,,,,,,,1033,6,131,59,60,8498,yes,no,no,,,,,,1000mb,volatile-random,3,yes,no,no,303,154,no,23,yes
,,,,,,,860,4,398,10,44,9766,no,yes,no,yes,20,95,11,81,2200mb,volatile-ttl,3,no,no,yes,679,142,yes,31,yes
,,,,,,,917,8,221,72,51,10035,yes,no,no,yes,7,97,14,88,2500mb,noeviction,3,no,no,yes,720,90,yes,9,yes
,,,,,,,714,9,216,80,79,9792,no,no,yes,,,,,,1300mb,allkeys-lfu,7,no,no,yes,316,125,no,30,yes
,,,,,,,964,2,147,71,87,11372,yes,no,yes,,,,,,1600mb,volatile-lru,3,no,yes,yes,440,109,no,16,yes
,,,,,,,1049,4,411,22,63,9029,no,yes,yes,yes,2,91,4,74,1900mb,noeviction,4,no,no,no,294,31,yes,1,no
,,,,,,,1090,7,462,27,63,9877,yes,yes,yes,yes,13,90,17,88,2000mb,allkeys-lfu,4,yes,no,no,702,110,no,39,yes
,,,,,,,879,1,185,55,65,9000,no,no,yes,yes,6,86,14,86,2800mb,allkeys-random,7,no,yes,no,323,133,yes,31,yes
,,,,,,,764,7,308,72,74,10932,yes,no,yes,,,,,,2500mb,volatile-lru,7,no,yes,no,712,241,yes,9,yes
,,,,,,,859,2,318,81,85,11045,yes,yes,no,yes,5,98,18,80,2200mb,allkeys-lru,5,yes,no,yes,691,195,no,11,yes
,,,,,,,1090,1,163,26,76,8305,no,no,yes,,,,,,2400mb,volatile-lru,6,no,no,no,597,43,no,28,yes
,,,,,,,834,2,137,46,89,10827,yes,no,yes,yes,2,95,9,87,2000mb,volatile-lru,5,yes,no,no,408,231,yes,36,no
,,,,,,,742,8,197,31,76,10393,yes,yes,yes,,,,,,2400mb,volatile-lru,5,no,yes,yes,317,103,no,33,no
,,,,,,,892,7,306,97,68,9088,no,yes,yes,yes,20,94,4,83,2000mb,volatile-random,4,no,no,yes,699,217,yes,37,no
,,,,,,,1073,7,413,69,47,8688,yes,no,no,yes,23,79,16,81,1000mb,volatile-lfu,6,yes,no,yes,561,163,yes,20,no
,,,,,,,933,2,196,21,64,8034,no,yes,no,yes,12,73,16,72,1900mb,volatile-random,3,no,yes,yes,563,179,yes,32,no
,,,,,,,805,2,216,68,54,10787,yes,no,yes,yes,29,95,30,85,2500mb,allkeys-lru,4,no,no,yes,550,246,no,12,yes
,,,,,,,881,5,488,56,82,8292,yes,no,yes,,,,,,2900mb,allkeys-random,3,yes,yes,yes,709,198,yes,39,no
,,,,,,,968,4,119,78,69,9494,yes,no,no,yes,30,98,24,70,2400mb,volatile-random,6,yes,yes,no,594,61,no,4,no
,,,,,,,733,7,294,64,52,8820,yes,yes,yes,,,,,,1300mb,allkeys-random,7,no,yes,no,705,119,yes,25,no
,,,,,,,720,8,310,77,43,11233,no,yes,no,,,,,,1000mb,allkeys-random,5,no,yes,no,507,251,yes,11,no
,,,,,,,735,6,167,34,68,9131,yes,no,no,,,,,,2700mb,allkeys-random,7,yes,yes,no,480,209,no,9,no
,,,,,,,771,4,362,58,39,10748,yes,yes,yes,yes,12,86,6,88,2100mb,volatile-lfu,4,yes,yes,yes,713,81,no,3,no
,,,,,,,849,5,425,62,81,8130,no,no,yes,yes,13,88,26,81,2800mb,volatile-ttl,4,no,yes,no,496,31,no,30,no
,,,,,,,1090,2,494,73,66,8117,yes,yes,no,yes,27,99,21,77,1200mb,allkeys-lru,7,yes,no,yes,714,222,yes,9,yes
,,,,,,,876,8,470,57,48,10350,yes,no,yes,yes,14,75,2,83,1200mb,volatile-lru,5,yes,yes,yes,697,227,yes,17,yes
,,,,,,,920,9,428,25,48,8377,no,yes,no,yes,24,82,26,85,1100mb,allkeys-random,6,no,yes,no,604,93,yes,33,no
,,,,,,,1027,3,167,40,85,9476,yes,no,no,yes,3,84,14,89,1700mb,volatile-random,6,no,no,yes,604,199,yes,1,yes
,,,,,,,1014,7,160,24,51,8762,yes,no,no,yes,18,73,11,85,1200mb,allkeys-random,6,yes,yes,no,266,129,yes,24,yes
,,,,,,,1029,1,370,22,86,10203,yes,no,yes,yes,23,94,17,84,2000mb,volatile-ttl,3,no,no,no,549,113,yes,25,no
,,,,,,,775,6,320,91,41,11838,no,yes,no,,,,,,2000mb,allkeys-random,4,no,no,no,726,36,yes,25,no
,,,,,,,747,8,460,27,46,10191,yes,no,yes,yes,9,79,12,75,1400mb,noeviction,4,no,yes,no,259,71,yes,21,yes
,,,,,,,775,6,372,59,84,8565,yes,yes,yes,,,,,,2700mb,noeviction,6,no,no,no,540,51,yes,39,yes
,,,,,,,879,1,329,51,69,9723,yes,no,yes,,,,,,1200mb,allkeys-lru,5,yes,no,no,485,144,no,23,yes
,,,,,,,962,1,480,86,73,10983,yes,no,no,,,,,,1300mb,volatile-lru,7,yes,yes,no,477,238,yes,33,no
,,,,,,,948,9,120,30,62,11087,no,no,no,,,,,,1100mb,volatile-random,4,yes,yes,no,391,231,yes,15,no
,,,,,,,742,9,445,99,83,10681,yes,no,yes,,,,,,1400mb,allkeys-lfu,7,no,no,no,670,142,no,20,no
,,,,,,,1068,6,206,24,70,11158,yes,yes,no,yes,13,74,24,80,2600mb,allkeys-random,7,yes,yes,yes,598,242,no,35,yes
,,,,,,,747,7,191,27,90,11207,no,yes,no,yes,10,95,4,83,1500mb,allkeys-lru,5,yes,no,no,537,34,yes,16,yes
,,,,,,,951,9,464,34,50,9358,yes,no,no,,,,,,2400mb,volatile-lru,7,no,yes,no,714,91,no,9,no
,,,,,,,1045,4,127,24,65,8989,no,yes,yes,yes,8,86,13,75,2000mb,volatile-lfu,3,yes,yes,no,357,255,yes,32,yes
,,,,,,,1054,4,262,43,74,11645,no,yes,yes,yes,17,82,17,76,1200mb,volatile-ttl,5,no,no,no,495,191,yes,17,yes
,,,,,,,971,4,499,91,73,8001,no,yes,no,yes,24,99,23,82,1200mb,volatile-random,4,no,yes,no,484,203,no,16,yes
,,,,,,,875,4,379,61,54,8145,no,yes,no,yes,9,98,23,90,2700mb,volatile-random,3,yes,no,yes,378,155,no,9,no
,,,,,,,778,2,218,81,73,8237,yes,yes,no,,,,,,1700mb,volatile-lru,6,no,yes,yes,353,165,yes,13,no
,,,,,,,925,6,115,45,34,9682,no,yes,no,yes,18,81,20,74,1900mb,volatile-lfu,6,no,no,yes,733,203,no,17,no
,,,,,,,971,8,298,86,57,8937,no,no,yes,yes,13,83,7,76,1300mb,noeviction,7,yes,no,yes,726,122,no,17,yes
,,,,,,,977,6,386,59,33,9992,no,no,yes,yes,16,80,18,83,2700mb,volatile-ttl,5,yes,no,yes,598,89,yes,23,yes
,,,,,,,1044,7,396,50,76,9659,no,yes,no,,,,,,1900mb,volatile-lru,5,no,no,yes,467,163,no,30,yes
,,,,,,,933,7,282,22,48,10971,no,yes,yes,,,,,,1200mb,allkeys-lfu,6,yes,no,no,335,232,no,6,no
,,,,,,,853,1,248,11,54,10754,yes,no,no,,,,,,2300mb,volatile-ttl,3,yes,yes,no,624,230,yes,20,no
,,,,,,,704,9,279,22,85,8725,no,no,no,,,,,,1500mb,allkeys-lru,3,no,yes,no,748,103,yes,15,yes
,,,,,,,1052,2,329,53,50,9783,yes,no,yes,yes,4,83,2,75,2900mb,allkeys-lru,5,no,no,yes,370,192,yes,16,no
,,,,,,,1034,8,303,75,64,11564,no,yes,no,,,,,,1500mb,allkeys-lfu,6,no,yes,yes,552,21,no,17,no
,,,,,,,1043,4,494,78,53,8443,no,no,no,,,,,,2200mb,allkeys-lfu,6,no,no,no,746,220,yes,3,yes
,,,,,,,1084,1,285,79,35,10530,no,no,no,,,,,,2900mb,volatile-lru,3,yes,yes,yes,433,174,no,3,no
,,,,,,,719,9,407,31,75,10176,no,no,no,yes,24,88,15,82,1400mb,allkeys-lfu,7,no,yes,no,330,208,no,10,yes
,,,,,,,1052,8,344,96,31,8236,yes,yes,yes,,,,,,1400mb,volatile-random,7,yes,no,yes,600,24,yes,17,no
,,,,,,,868,6,170,92,61,11656,no,no,yes,yes,23,80,27,76,2700mb,volatile-ttl,6,yes,yes,yes,396,112,yes,18,no
,,,,,,,886,6,344,97,71,9057,no,no,no,yes,9,93,1,77,2800mb,allkeys-random,3,no,no,no,436,48,yes,9,yes
,,,,,,,1018,9,284,14,76,11070,yes,no,no,yes,30,87,8,81,1400mb,allkeys-lfu,5,no,no,yes,287,167,no,17,yes
,,,,,,,780,8,372,47,80,8264,yes,yes,yes,yes,12,95,6,87,2000mb,volatile-lru,6,yes,yes,no,723,91,yes,26,no
,,,,,,,948,1,313,64,69,11615,no,no,no,yes,27,78,22,83,2800mb,allkeys-lfu,6,no,no,no,419,144,yes,1,yes
,,,,,,,862,7,234,25,32,11551,yes,no,yes,,,,,,1500mb,allkeys-lfu,6,no,no,no,622,55,no,3,no
,,,,,,,908,9,200,42,36,8747,no,no,yes,yes,19,73,17,71,2900mb,volatile-lru,5,yes,no,yes,413,193,no,32,no
,,,,,,,1095,4,363,16,87,8964,yes,yes,no,yes,20,90,25,88,1900mb,noeviction,3,yes,yes,no,461,99,no,11,yes
,,,,,,,923,3,120,68,54,8107,yes,no,yes,,,,,,2500mb,allkeys-random,3,yes,yes,no,461,79,no,34,yes
,,,,,,,729,8,489,68,72,9280,yes,yes,no,,,,,,2800mb,allkeys-random,4,yes,no,no,291,133,yes,7,no
,,,,,,,859,6,347,65,83,8512,yes,yes,no,,,,,,1400mb,volatile-lfu,6,no,no,yes,358,100,yes,9,yes
,,,,,,,860,2,424,71,66,10017,yes,yes,no,,,,,,2200mb,volatile-ttl,7,no,yes,no,573,47,yes,14,no
,,,,,,,774,3,318,61,56,8767,yes,no,no,yes,24,70,23,85,2700mb,volatile-lru,6,yes,no,yes,301,56,no,17,yes
,,,,,,,938,5,265,77,33,9208,yes,yes,no,yes,9,79,13,76,2900mb,allkeys-lfu,6,no,yes,yes,736,145,yes,1,no
,,,,,,,838,9,140,96,64,9545,yes,yes,no,yes,29,79,17,86,1300mb,allkeys-random,7,no,no,no,477,110,no,35,yes
,,,,,,,798,9,485,29,68,9369,no,no,yes,,,,,,2800mb,volatile-lru,4,yes,yes,no,320,61,no,13,no
,,,,,,,821,4,343,23,61,11580,no,no,no,yes,2,76,3,75,1000mb,allkeys-random,7,yes,yes,yes,487,153,no,37,no
,,,,,,,831,4,228,38,90,10355,no,no,yes,,,,,,2500mb,allkeys-random,6,yes,no,yes,313,179,yes,15,yes
,,,,,,,1056,7,498,22,64,8792,no,yes,yes,yes,14,95,4,90,1000mb,allkeys-lfu,3,no,yes,yes,431,200,yes,28,yes
,,,,,,,743,4,408,56,66,10541,yes,yes,yes,,,,,,2900mb,volatile-lfu,3,yes,yes,yes,398,188,yes,29,no
,,,,,,,915,3,182,88,72,10155,no,yes,no,,,,,,1800mb,volatile-lfu,5,yes,yes,yes,315,203,no,1,no
,,,,,,,1095,6,424,78,81,9883,no,no,no,yes,6,79,16,76,2300mb,allkeys-lru,6,yes,no,no,584,230,yes,37,no
,,,,,,,732,6,119,93,70,11540,no,no,no,yes,29,92,19,87,1900mb,noeviction,6,no,yes,yes,590,125,no,20,no
,,,,,,,1002,8,388,65,75,8951,no,yes,no,yes,17,96,4,83,2900mb,noeviction,7,no,no,yes,475,41,no,1,yes
,,,,,,,804,3,369,69,90,9134,yes,no,no,yes,2,97,5,90,1000mb,noeviction,7,yes,yes,no,605,169,yes,3,no
,,,,,,,1019,5,409,13,85,11379,no,no,yes,,,,,,1100mb,allkeys-lru,5,no,no,yes,442,74,yes,26,no
,,,,,,,729,6,488,51,57,8721,no,yes,no,,,,,,1700mb,volatile-lfu,6,no,yes,no,667,247,yes,33,no
,,,,,,,825,9,456,30,57,11231,no,no,no,yes,12,93,28,84,1200mb,allkeys-random,6,yes,no,no,596,59,yes,33,no
,,,,,,,1058,7,364,98,30,11243,no,yes,yes,,,,,,1500mb,allkeys-random,3,no,no,no,470,20,yes,13,no
,,,,,,,932,3,150,100,39,9511,no,no,no,yes,17,96,29,84,1300mb,allkeys-random,3,yes,yes,yes,709,180,yes,30,yes
,,,,,,,757,9,342,87,89,8160,no,yes,no,yes,9,86,14,74,2000mb,volatile-random,4,yes,yes,no,666,34,yes,16,yes
,,,,,,,902,9,333,56,70,9670,no,yes,no,yes,19,86,18,75,2700mb,allkeys-lfu,7,no,yes,yes,432,136,no,3,yes
,,,,,,,802,4,139,32,32,9313,yes,no,yes,yes,28,74,25,89,1800mb,allkeys-lfu,6,no,yes,no,349,218,yes,20,yes
,,,,,,,977,3,492,29,41,11583,yes,yes,yes,yes,28,100,16,90,2500mb,noeviction,6,no,yes,no,701,39,yes,23,yes
,,,,,,,769,8,441,13,66,8369,yes,no,yes,yes,15,95,22,80,2000mb,allkeys-lru,5,yes,yes,yes,342,77,yes,13,yes
,,,,,,,1003,6,112,78,62,8634,yes,no,no,,,,,,1300mb,allkeys-random,6,yes,yes,no,370,160,yes,28,no
,,,,,,,1079,5,250,42,59,8891,no,no,no,yes,30,97,24,85,1100mb,volatile-lfu,3,no,yes,no,524,81,yes,26,yes
,,,,,,,959,8,347,87,39,8759,no,yes,yes,,,,,,2100mb,allkeys-random,4,no,no,yes,431,244,yes,7,no
,,,,,,,711,5,320,48,86,8524,no,yes,yes,,,,,,1300mb,allkeys-lru,6,yes,no,yes,443,72,yes,26,yes
,,,,,,,956,4,352,83,89,8696,yes,no,no,yes,1,78,7,79,2900mb,allkeys-random,3,yes,no,yes,264,240,no,25,yes
,,,,,,,987,8,155,49,46,11132,no,yes,yes,yes,21,100,21,76,2700mb,allkeys-lfu,7,no,yes,no,716,240,no,36,no
,,,,,,,956,6,373,32,43,11718,yes,yes,no,,,,,,1300mb,volatile-lfu,5,yes,yes,yes,367,158,yes,14,no
,,,,,,,1078,2,195,72,58,8069,yes,yes,no,,,,,,2500mb,noeviction,6,no,no,yes,646,208,no,22,yes
,,,,,,,1071,2,331,40,79,9574,no,no,no,yes,23,76,10,80,2400mb,allkeys-random,5,no,no,yes,710,29,yes,2,no
,,,,,,,712,3,207,25,71,11847,no,no,no,yes,19,81,19,72,1400mb,volatile-ttl,7,no,yes,no,738,46,yes,16,yes
,,,,,,,1092,3,244,79,90,8970,no,no,yes,yes,5,94,11,81,1100mb,volatile-lfu,7,no,yes,no,482,246,yes,3,yes
,,,,,,,984,9,206,41,61,9078,no,no,yes,,,,,,2600mb,volatile-random,7,yes,no,no,730,113,yes,34,yes
,,,,,,,892,6,196,14,78,9675,no,yes,no,yes,5,97,18,70,2000mb,volatile-lru,5,no,yes,no,608,227,no,17,yes
,,,,,,,924,6,310,86,85,8381,no,no,no,,,,,,2400mb,allkeys-lfu,6,no,yes,yes,305,241,yes,14,no
,,,,,,,713,6,234,85,36,8823,yes,yes,no,yes,4,73,8,89,1700mb,allkeys-random,4,yes,no,no,563,151,yes,4,yes
,,,,,,,787,6,137,20,53,10516,no,no,no,yes,8,78,30,88,2900mb,allkeys-lru,6,no,yes,yes,375,216,yes,24,no
,,,,,,,1066,6,466,74,46,8121,yes,no,yes,,,,,,2400mb,volatile-lru,4,no,yes,no,395,49,yes,16,no
,,,,,,,779,6,391,17,67,11544,yes,yes,no,,,,,,1000mb,volatile-random,3,no,yes,yes,570,200,no,9,no
,,,,,,,984,9,255,48,77,11495,no,no,yes,yes,9,77,25,86,2800mb,volatile-ttl,7,yes,yes,no,642,153,no,7,yes
,,,,,,,1055,7,235,34,37,11509,no,no,yes,,,,,,2800mb,noeviction,4,no,yes,yes,553,168,yes,16,yes
,,,,,,,812,2,356,88,33,10765,no,no,yes,,,,,,2400mb,allkeys-lru,5,yes,no,yes,616,209,yes,3,yes
,,,,,,,982,9,346,94,55,8217,yes,yes,yes,yes,5,72,7,83,2700mb,allkeys-lfu,4,yes,yes,no,604,69,no,33,no
,,,,,,,914,9,103,93,74,10215,no,no,yes,,,,,,1500mb,allkeys-lru,4,no,yes,yes,492,68,yes,24,no
,,,,,,,941,2,194,25,38,11689,no,yes,yes,,,,,,1100mb,noeviction,3,no,yes,no,647,50,yes,4,no
,,,,,,,886,5,407,64,58,11606,no,no,yes,yes,27,84,22,78,1200mb,volatile-random,4,no,no,yes,460,119,no,24,no
,,,,,,,1065,4,348,66,31,10257,yes,yes,no,,,,,,2900mb,volatile-random,3,no,no,no,531,175,no,10,yes
,,,,,,,730,4,266,31,66,9393,yes,no,no,yes,29,83,25,87,2300mb,volatile-ttl,5,yes,yes,no,314,150,no,5,no
,,,,,,,1064,2,494,16,40,9395,no,no,no,yes,17,93,19,76,1200mb,allkeys-lru,4,no,no,no,716,185,no,16,yes
,,,,,,,843,2,362,100,36,11635,no,yes,yes,yes,8,70,10,84,2900mb,allkeys-lru,6,yes,yes,yes,472,21,yes,38,yes
,,,,,,,714,6,154,65,51,9959,no,no,no,,,,,,2200mb,noeviction,4,yes,no,yes,492,249,no,39,yes
,,,,,,,703,1,103,75,80,10211,yes,yes,yes,,,,,,2700mb,volatile-lfu,5,yes,no,yes,568,213,no,26,yes
,,,,,,,975,2,381,71,49,9430,yes,yes,yes,,,,,,1600mb,volatile-lru,6,no,yes,no,308,46,yes,9,no
,,,,,,,749,8,430,27,67,8672,yes,yes,yes,yes,3,85,15,75,2300mb,allkeys-lru,6,no,yes,yes,667,32,no,38,no
,,,,,,,970,3,237,21,47,11738,no,yes,yes,yes,5,82,18,82,1800mb,volatile-lfu,6,yes,no,no,472,114,yes,33,no
,,,,,,,1031,3,238,53,72,8909,yes,yes,yes,yes,17,97,19,84,1600mb,allkeys-random,4,yes,yes,no,537,37,yes,38,no
,,,,,,,929,6,235,81,33,10028,yes,no,yes,,,,,,1100mb,volatile-ttl,4,yes,no,no,494,136,yes,11,no
,,,,,,,1021,3,343,25,38,9227,yes,no,no,yes,26,96,16,82,2900mb,volatile-lru,7,yes,yes,yes,695,33,no,28,yes
,,,,,,,865,4,454,86,84,11231,no,no,yes,yes,17,79,24,90,2000mb,allkeys-lru,5,no,no,yes,704,64,yes,5,no
,,,,,,,862,7,349,79,89,9104,no,yes,yes,,,,,,2500mb,volatile-lfu,5,yes,no,no,650,131,no,21,yes
,,,,,,,950,4,321,95,78,11355,no,yes,no,yes,13,76,28,70,1200mb,allkeys-lru,3,no,no,no,734,147,yes,19,no
,,,,,,,979,1,164,47,83,9748,yes,yes,yes,yes,9,99,5,76,2800mb,volatile-lfu,7,yes,no,yes,631,131,yes,25,no
,,,,,,,1056,8,260,88,49,11641,no,no,yes,,,,,,1000mb,volatile-lfu,6,yes,yes,yes,346,83,yes,34,yes
,,,,,,,912,2,420,67,70,9668,yes,no,no,yes,19,99,15,80,1900mb,volatile-random,7,no,no,no,339,63,yes,13,no
,,,,,,,833,2,491,85,43,8622,yes,no,no,yes,6,74,1,87,1700mb,volatile-lfu,6,yes,yes,yes,740,75,no,23,no
,,,,,,,967,7,220,75,90,11840,no,yes,yes,yes,3,79,3,88,2200mb,allkeys-random,7,no,yes,yes,326,202,no,39,yes
,,,,,,,736,7,164,43,50,9382,yes,yes,yes,yes,4,80,17,89,2400mb,allkeys-lfu,4,no,yes,yes,306,124,no,1,no
,,,,,,,800,1,200,50,58,8899,yes,yes,yes,,,,,,1100mb,volatile-lru,6,no,yes,no,477,43,yes,34,yes
,,,,,,,725,8,342,55,89,9539,no,no,yes,,,,,,2700mb,volatile-lru,6,yes,yes,yes,600,23,yes,30,yes
,,,,,,,880,9,390,37,87,11111,no,no,yes,,,,,,2200mb,volatile-lfu,6,no,yes,no,275,156,yes,21,yes
,,,,,,,805,7,345,96,56,8244,yes,yes,no,yes,16,74,25,83,2500mb,volatile-lfu,6,yes,no,yes,515,250,no,35,no
,,,,,,,933,6,159,13,71,10570,no,no,no,,,,,,2000mb,allkeys-lfu,7,yes,yes,no,640,109,yes,21,no
,,,,,,,814,8,341,23,41,10741,yes,no,yes,yes,29,99,17,79,1400mb,volatile-random,4,no,no,no,379,65,yes,4,yes
,,,,,,,982,2,223,79,79,11582,no,yes,no,yes,15,93,26,78,2800mb,noeviction,3,yes,no,yes,311,111,no,40,yes
