appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
,,,,,,,965,5,318,71,64,9844,no,no,yes,yes,16,88,16,78,2800mb,volatile-ttl,5,no,no,no,554,161,yes,22,no
,,,,,,,913,5,337,50,52,9890,no,no,no,yes,14,88,16,80,1600mb,volatile-lru,5,yes,yes,yes,483,120,yes,16,no
,,,,,,,905,6,304,54,54,9433,yes,yes,no,yes,15,84,17,79,2200mb,volatile-lru,5,no,no,yes,536,113,no,19,yes
,,,,,,,853,4,307,48,63,9911,no,no,no,yes,16,82,22,82,2200mb,volatile-lru,6,no,yes,yes,539,138,no,25,no
,,,,,,,890,5,342,46,59,10173,no,no,no,yes,14,88,17,81,2000mb,volatile-random,5,yes,yes,no,480,126,yes,20,no
,,,,,,,876,5,325,61,70,10016,no,no,no,yes,16,86,15,77,2200mb,volatile-random,5,no,yes,yes,466,130,yes,20,yes
,,,,,,,874,4,312,48,59,10090,yes,no,no,yes,21,90,13,81,1600mb,allkeys-random,5,no,no,yes,472,138,yes,21,yes
,,,,,,,914,5,330,45,71,10110,yes,no,yes,,,,,,1900mb,allkeys-lru,5,no,no,no,534,155,no,24,no
,,,,,,,897,5,319,53,57,9060,no,yes,yes,,,,,,2300mb,volatile-random,5,yes,yes,yes,537,137,yes,22,no
,,,,,,,845,5,274,62,56,10216,yes,yes,yes,,,,,,1900mb,volatile-lfu,6,yes,yes,yes,489,142,yes,20,yes
,,,,,,,875,6,315,59,68,9985,yes,yes,yes,yes,10,88,16,80,2200mb,allkeys-random,4,yes,no,no,500,152,yes,19,yes
,,,,,,,927,5,269,60,61,9758,no,yes,yes,yes,14,81,18,81,2200mb,volatile-lru,6,yes,no,yes,529,146,yes,21,no
,,,,,,,892,5,347,53,67,10034,yes,yes,yes,,,,,,2000mb,volatile-random,5,no,no,no,484,120,no,17,no
,,,,,,,917,5,322,53,63,10171,no,no,yes,yes,17,86,14,81,1800mb,allkeys-lru,5,no,no,yes,508,183,yes,18,no
,,,,,,,923,5,338,52,59,10276,no,no,no,yes,14,83,15,81,1700mb,noeviction,5,yes,no,yes,523,132,no,22,no
,,,,,,,863,4,266,41,56,9898,no,yes,no,yes,19,85,17,80,2800mb,volatile-random,5,yes,yes,no,538,148,no,21,yes
,,,,,,,859,5,372,64,58,10714,no,no,yes,yes,13,85,21,80,1200mb,allkeys-random,5,no,no,yes,538,132,no,17,yes
,,,,,,,856,6,350,55,56,9975,no,yes,yes,yes,13,86,11,80,2600mb,noeviction,4,yes,no,no,524,181,no,19,yes
,,,,,,,910,5,332,64,61,10073,yes,no,yes,yes,18,81,15,80,1900mb,allkeys-lru,5,yes,no,no,521,129,yes,19,yes
,,,,,,,929,5,292,57,63,10500,yes,yes,no,,,,,,1600mb,volatile-random,5,no,no,no,517,174,yes,21,no
,,,,,,,857,5,293,54,61,9579,yes,yes,yes,,,,,,1100mb,allkeys-lfu,5,yes,yes,yes,485,129,no,25,yes
,,,,,,,877,5,262,62,59,9592,no,yes,yes,yes,12,85,17,81,1700mb,allkeys-lfu,4,no,no,yes,529,152,yes,23,yes
,,,,,,,906,4,378,63,59,9861,yes,yes,no,,,,,,1800mb,allkeys-lfu,5,yes,yes,yes,559,108,yes,25,no
,,,,,,,938,6,262,53,56,10130,yes,yes,yes,,,,,,1500mb,allkeys-random,5,no,no,no,562,113,no,19,yes
,,,,,,,906,4,326,48,67,10014,no,yes,no,,,,,,1900mb,volatile-lru,5,yes,yes,no,580,128,yes,23,no
,,,,,,,918,4,312,60,72,10572,yes,yes,no,,,,,,2900mb,allkeys-random,5,yes,yes,yes,541,161,yes,20,yes
,,,,,,,893,5,262,55,59,10028,no,no,no,,,,,,2500mb,allkeys-lfu,5,no,no,no,488,180,yes,22,no
,,,,,,,896,5,335,52,63,9998,yes,yes,no,,,,,,1300mb,allkeys-lru,5,no,yes,no,455,117,no,24,yes
,,,,,,,928,5,362,43,60,10194,no,yes,yes,,,,,,2000mb,noeviction,5,no,yes,no,587,133,yes,16,yes
,,,,,,,926,5,326,37,63,10570,no,yes,no,,,,,,1400mb,allkeys-random,6,yes,no,yes,611,119,no,16,yes
,,,,,,,902,5,330,63,61,10413,yes,yes,no,,,,,,1300mb,allkeys-random,5,yes,no,yes,532,96,yes,18,yes
,,,,,,,876,6,302,60,69,10027,yes,no,yes,yes,20,86,18,77,2000mb,volatile-random,5,no,yes,no,502,139,no,16,yes
,,,,,,,845,6,296,63,60,9951,yes,yes,yes,yes,17,87,13,78,2000mb,allkeys-random,5,yes,yes,yes,485,142,yes,25,no
,,,,,,,904,4,237,43,56,10229,yes,no,no,yes,13,84,15,80,2500mb,allkeys-random,5,no,yes,no,501,138,no,21,yes
,,,,,,,912,5,289,55,57,9912,yes,yes,no,,,,,,2500mb,allkeys-random,5,yes,yes,yes,451,110,no,23,no
,,,,,,,882,5,301,52,66,10448,no,yes,no,,,,,,2600mb,noeviction,5,no,no,no,466,92,no,23,no
,,,,,,,851,5,287,51,65,9997,no,yes,no,,,,,,2700mb,volatile-lru,6,yes,yes,yes,516,121,no,14,no
,,,,,,,900,5,294,66,59,9936,yes,no,yes,yes,17,84,14,82,2000mb,volatile-random,4,yes,yes,yes,477,141,yes,17,yes
,,,,,,,896,4,255,70,61,10673,no,no,yes,yes,14,85,14,79,2100mb,allkeys-lfu,4,yes,yes,yes,496,170,yes,22,no
,,,,,,,929,5,273,57,66,10021,no,no,yes,,,,,,2600mb,volatile-ttl,5,yes,yes,yes,544,122,no,19,no
,,,,,,,836,5,317,47,64,9785,yes,no,yes,yes,18,85,17,82,2300mb,volatile-random,5,yes,yes,yes,522,148,yes,29,no
,,,,,,,864,5,244,47,59,10120,no,no,yes,yes,16,85,14,80,1900mb,allkeys-lru,5,no,yes,yes,459,159,yes,22,no
,,,,,,,924,5,285,55,54,10094,yes,yes,yes,yes,16,83,14,81,2800mb,allkeys-random,5,yes,no,no,560,163,no,21,yes
,,,,,,,887,6,288,48,61,9729,yes,no,yes,,,,,,1300mb,volatile-random,5,no,no,no,537,117,no,27,yes
,,,,,,,901,4,326,55,58,10103,no,yes,no,,,,,,1200mb,allkeys-random,5,no,no,yes,499,115,yes,17,yes
,,,,,,,911,6,244,31,57,9891,yes,no,yes,,,,,,2900mb,allkeys-lfu,5,yes,no,no,470,135,no,24,no
,,,,,,,929,5,271,49,56,10662,no,no,yes,yes,16,85,17,78,1100mb,noeviction,5,yes,yes,no,494,130,yes,19,yes
,,,,,,,922,5,309,48,55,9570,yes,yes,no,yes,16,89,21,80,1300mb,volatile-lfu,5,no,no,no,609,178,yes,23,no
,,,,,,,927,5,251,54,61,9859,yes,yes,yes,yes,17,84,20,79,2700mb,volatile-lfu,5,yes,no,no,536,111,yes,17,yes
,,,,,,,924,5,260,58,64,10124,yes,no,no,,,,,,2400mb,allkeys-lfu,5,yes,yes,no,512,134,yes,19,no
,,,,,,,915,5,326,72,66,9721,no,no,no,,,,,,1600mb,allkeys-lfu,5,no,yes,no,534,167,no,22,yes
,,,,,,,839,6,265,52,54,9404,no,yes,yes,,,,,,2400mb,volatile-ttl,5,no,no,no,521,166,no,27,yes
,,,,,,,916,5,347,54,64,10074,yes,no,yes,,,,,,2100mb,volatile-lru,6,no,no,yes,417,137,yes,20,yes
,,,,,,,846,6,292,55,63,10213,yes,yes,no,,,,,,1400mb,volatile-random,5,yes,no,yes,439,116,no,20,yes
,,,,,,,909,6,286,51,56,9533,yes,yes,yes,,,,,,1500mb,volatile-random,5,no,yes,no,478,155,no,20,no
,,,,,,,969,4,334,52,59,9851,yes,yes,yes,yes,19,88,15,81,1900mb,allkeys-lfu,5,yes,no,yes,428,133,no,19,no
,,,,,,,901,5,331,56,62,9887,yes,yes,yes,yes,15,89,16,79,2100mb,allkeys-random,5,yes,no,yes,512,108,yes,18,yes
,,,,,,,938,5,276,57,67,9587,no,no,no,,,,,,1200mb,volatile-lfu,5,yes,no,no,530,130,no,22,no
,,,,,,,883,5,290,56,54,9718,yes,yes,no,,,,,,2900mb,volatile-lru,5,no,yes,yes,399,144,no,21,yes
,,,,,,,942,6,287,53,73,9706,yes,yes,yes,,,,,,1300mb,allkeys-random,5,yes,yes,no,450,105,yes,18,yes
,,,,,,,868,5,323,51,51,9400,yes,no,no,,,,,,2900mb,allkeys-lfu,5,yes,yes,no,526,121,no,18,no
,,,,,,,876,6,263,69,59,9718,yes,no,yes,,,,,,2100mb,allkeys-lfu,5,no,yes,no,534,159,no,17,yes
,,,,,,,882,6,342,47,50,10569,no,no,no,yes,13,87,16,80,2300mb,volatile-lru,5,no,yes,no,481,104,no,15,no
,,,,,,,916,5,318,55,52,10177,no,no,no,yes,14,86,11,79,2100mb,volatile-lru,5,no,no,no,536,103,yes,22,no
,,,,,,,937,5,321,46,63,9909,no,yes,yes,,,,,,2000mb,noeviction,5,no,yes,no,505,123,no,17,no
,,,,,,,905,6,306,56,61,9964,yes,no,yes,yes,13,86,15,80,1400mb,allkeys-lru,5,no,no,yes,497,126,yes,14,no
,,,,,,,981,5,346,57,59,9773,yes,no,yes,yes,14,83,16,79,1600mb,volatile-lfu,5,yes,no,no,559,132,yes,20,no
,,,,,,,880,5,290,53,65,9873,no,yes,no,yes,18,88,17,79,2000mb,allkeys-random,5,no,yes,yes,551,99,no,17,no
,,,,,,,923,4,329,52,61,9554,yes,yes,yes,yes,17,81,11,79,1000mb,allkeys-lfu,5,no,yes,no,483,174,yes,21,no
,,,,,,,891,6,282,55,63,10507,no,no,yes,,,,,,1000mb,volatile-lru,5,yes,no,no,533,91,no,23,yes
,,,,,,,925,5,278,52,57,9772,no,yes,no,yes,18,81,16,82,2800mb,volatile-lfu,5,no,yes,no,521,192,no,15,yes
,,,,,,,903,5,308,69,63,10160,yes,no,no,yes,15,88,15,81,1500mb,allkeys-lfu,5,no,yes,yes,455,137,no,20,yes
,,,,,,,850,5,288,44,56,9829,no,no,yes,yes,16,81,11,79,1500mb,volatile-lfu,5,yes,no,yes,505,107,yes,18,yes
,,,,,,,894,5,254,50,55,10180,no,no,no,,,,,,1200mb,noeviction,5,no,yes,yes,604,153,no,23,no
,,,,,,,876,6,303,63,50,9867,yes,yes,yes,,,,,,1400mb,allkeys-lru,5,no,yes,no,510,146,yes,19,no
,,,,,,,929,5,266,49,67,9815,yes,yes,yes,,,,,,2000mb,volatile-ttl,5,no,yes,yes,483,135,no,16,yes
,,,,,,,904,6,327,63,45,9591,no,yes,yes,yes,15,84,15,80,2200mb,volatile-lfu,5,yes,no,yes,497,118,yes,24,yes
,,,,,,,866,6,270,55,68,10249,no,no,yes,,,,,,1400mb,volatile-ttl,5,yes,no,yes,551,134,yes,14,no
,,,,,,,869,6,270,61,58,9401,no,yes,yes,yes,18,84,21,79,2600mb,volatile-random,5,yes,yes,no,487,159,yes,21,yes
,,,,,,,899,5,275,57,59,10402,yes,no,no,,,,,,1500mb,allkeys-random,5,no,no,no,506,136,yes,16,no
,,,,,,,956,5,291,44,48,9892,no,yes,yes,yes,19,83,12,81,2600mb,volatile-lfu,5,no,no,no,487,148,yes,21,no
,,,,,,,887,5,288,71,64,9429,no,yes,no,,,,,,2400mb,allkeys-lfu,6,yes,no,no,551,196,no,26,yes
,,,,,,,876,5,276,46,50,10142,no,no,yes,yes,16,82,21,79,1000mb,noeviction,5,no,yes,yes,575,125,no,22,no
,,,,,,,926,5,329,44,57,9859,yes,no,yes,yes,15,80,10,82,2500mb,noeviction,4,yes,yes,no,557,140,yes,22,yes
,,,,,,,912,5,303,66,61,10178,no,no,no,,,,,,2500mb,noeviction,5,no,yes,yes,458,125,no,20,no
,,,,,,,875,4,306,40,61,10253,yes,yes,no,yes,14,85,17,79,1900mb,volatile-random,5,no,yes,yes,503,162,yes,23,yes
,,,,,,,879,5,317,49,65,9772,no,no,no,,,,,,2500mb,allkeys-lfu,5,no,no,no,530,153,no,17,yes
,,,,,,,871,5,268,64,60,9864,no,no,no,,,,,,2800mb,volatile-lfu,5,no,no,yes,526,148,yes,20,yes
,,,,,,,852,5,316,59,60,10046,no,yes,yes,yes,18,89,18,76,1200mb,noeviction,5,no,yes,yes,467,175,yes,20,no
,,,,,,,900,5,229,49,64,10592,yes,yes,yes,,,,,,1600mb,volatile-ttl,5,yes,yes,yes,515,158,yes,18,no
,,,,,,,912,5,286,43,53,10121,no,yes,yes,yes,13,87,14,81,2300mb,allkeys-random,5,no,no,no,431,102,no,15,no
,,,,,,,909,4,314,42,58,10389,yes,no,no,yes,16,82,15,79,2800mb,allkeys-lru,5,yes,yes,no,524,115,no,14,no
,,,,,,,960,6,320,51,57,10251,yes,no,no,yes,14,87,14,84,2700mb,allkeys-random,5,yes,yes,yes,484,123,yes,25,no
,,,,,,,889,5,305,38,53,10087,no,no,no,,,,,,2500mb,volatile-random,5,no,yes,yes,465,133,yes,23,yes
,,,,,,,881,4,315,54,58,10453,yes,no,no,,,,,,1900mb,noeviction,5,yes,yes,no,461,131,no,13,no
,,,,,,,928,5,268,49,64,10080,no,no,yes,,,,,,1500mb,volatile-lru,5,no,yes,yes,526,150,yes,20,no
,,,,,,,808,6,297,61,58,10299,yes,no,yes,yes,17,86,7,81,1800mb,volatile-lfu,5,no,yes,no,499,169,yes,23,yes
,,,,,,,963,6,307,55,61,9850,yes,no,no,,,,,,2600mb,allkeys-lfu,5,yes,yes,yes,542,99,no,15,yes
,,,,,,,916,5,288,57,49,9420,yes,no,no,,,,,,2600mb,volatile-ttl,5,no,no,yes,469,121,yes,25,yes
,,,,,,,924,7,284,66,63,10229,yes,no,yes,yes,14,84,16,80,2400mb,allkeys-random,5,yes,no,no,550,88,yes,20,no
,,,,,,,862,5,276,61,65,10210,no,no,no,yes,16,83,20,81,2200mb,volatile-lfu,5,yes,yes,yes,514,108,no,16,yes
,,,,,,,855,5,345,48,63,9827,no,no,yes,,,,,,1900mb,volatile-lfu,5,yes,no,no,476,160,no,20,no
,,,,,,,892,5,309,48,65,10680,no,yes,yes,yes,16,90,13,80,1200mb,volatile-ttl,5,yes,no,no,563,120,yes,16,no
,,,,,,,884,4,326,48,57,10060,no,no,no,,,,,,2600mb,allkeys-lru,5,no,yes,yes,481,145,yes,19,yes
,,,,,,,917,5,315,61,59,10285,yes,yes,yes,yes,16,85,11,81,1500mb,volatile-lru,4,no,no,no,486,151,yes,21,no
,,,,,,,886,6,286,42,56,9392,yes,no,yes,,,,,,1700mb,noeviction,5,no,yes,yes,471,156,yes,20,yes
,,,,,,,951,4,232,55,68,9958,no,yes,no,,,,,,1200mb,volatile-lru,5,no,no,yes,486,157,no,25,no
,,,,,,,846,5,293,63,70,9691,yes,yes,yes,yes,14,84,22,82,2900mb,allkeys-lru,5,yes,yes,no,509,133,yes,22,yes
,,,,,,,973,6,316,62,56,10126,yes,no,no,yes,19,89,15,82,2200mb,allkeys-lfu,5,yes,no,yes,513,159,yes,22,yes
,,,,,,,854,6,280,55,53,10219,yes,yes,no,,,,,,1900mb,volatile-ttl,5,yes,no,no,423,140,no,16,yes
,,,,,,,920,5,227,59,59,9708,yes,no,yes,,,,,,2500mb,allkeys-lfu,5,yes,yes,yes,516,146,yes,11,yes
,,,,,,,934,5,297,53,55,10278,yes,no,yes,,,,,,1000mb,allkeys-lru,5,no,yes,no,559,142,no,17,yes
,,,,,,,946,5,285,50,57,10160,yes,yes,no,yes,16,84,16,80,2800mb,volatile-random,5,yes,yes,no,468,143,no,21,no
,,,,,,,846,4,292,60,59,10144,no,yes,yes,yes,16,84,18,79,2900mb,allkeys-lru,5,yes,yes,no,537,100,no,19,yes
,,,,,,,980,5,261,57,68,9981,yes,yes,no,yes,12,82,15,79,2900mb,allkeys-lru,5,yes,yes,yes,483,150,no,20,no
,,,,,,,919,5,313,52,67,9252,no,no,yes,yes,13,86,21,81,1400mb,noeviction,5,yes,no,yes,561,135,yes,21,no
,,,,,,,897,6,350,58,51,9469,no,no,yes,,,,,,2100mb,volatile-lru,5,no,no,yes,592,164,no,18,yes
,,,,,,,919,5,291,57,63,10759,no,yes,no,,,,,,1700mb,volatile-random,5,no,no,yes,484,169,no,20,yes
,,,,,,,870,6,338,63,54,9929,yes,yes,no,,,,,,1900mb,noeviction,5,no,yes,yes,509,164,no,28,yes
,,,,,,,947,5,326,46,63,10106,yes,yes,yes,,,,,,2000mb,allkeys-lfu,5,yes,no,yes,519,147,yes,25,no
,,,,,,,895,5,293,49,59,10033,yes,no,yes,yes,14,84,15,81,1900mb,volatile-random,5,yes,no,yes,467,112,no,14,no
,,,,,,,954,5,258,46,57,10132,yes,no,no,yes,12,84,13,78,1900mb,noeviction,5,no,yes,yes,566,142,no,19,no
,,,,,,,920,5,316,52,64,10081,yes,no,yes,,,,,,1700mb,volatile-ttl,5,no,no,no,448,128,no,21,no
,,,,,,,931,6,300,40,62,10436,yes,no,no,yes,16,83,19,81,2500mb,allkeys-random,5,yes,no,yes,515,112,yes,19,no
,,,,,,,869,4,309,37,60,10233,no,no,yes,yes,18,87,15,80,2500mb,allkeys-lfu,6,no,yes,no,456,116,yes,16,no
,,,,,,,938,6,328,62,63,9656,yes,yes,yes,,,,,,2900mb,noeviction,4,yes,yes,no,466,112,no,25,no
,,,,,,,911,4,262,75,62,9871,yes,no,yes,yes,16,89,16,81,1400mb,volatile-lfu,5,no,no,no,452,112,yes,26,no
,,,,,,,886,6,338,45,63,9933,yes,no,no,yes,14,83,12,81,1700mb,allkeys-lru,5,yes,no,no,387,133,yes,24,yes
,,,,,,,912,5,277,63,55,9756,yes,yes,yes,,,,,,1700mb,volatile-ttl,5,yes,yes,no,490,156,yes,20,yes
,,,,,,,965,5,348,51,60,10132,yes,yes,no,,,,,,1300mb,allkeys-lru,5,no,no,no,572,147,no,20,no
,,,,,,,926,5,303,39,69,9930,yes,no,yes,,,,,,1600mb,noeviction,5,no,yes,no,490,99,yes,18,no
,,,,,,,910,5,299,63,55,9918,yes,no,yes,yes,14,86,13,82,2000mb,allkeys-lfu,5,no,no,no,444,146,no,16,yes
,,,,,,,903,5,265,50,52,9986,no,no,no,yes,15,84,16,81,2100mb,allkeys-lru,5,no,no,no,525,173,no,15,no
,,,,,,,900,6,323,62,68,10425,yes,no,yes,,,,,,2200mb,allkeys-random,5,no,yes,no,520,130,yes,17,yes
,,,,,,,874,6,283,53,62,9973,no,no,no,yes,11,81,17,80,2800mb,allkeys-random,5,yes,yes,no,512,100,no,19,no
,,,,,,,852,6,294,58,66,10113,yes,no,yes,yes,16,86,12,79,1200mb,allkeys-lru,5,no,no,yes,541,141,no,17,no
,,,,,,,882,4,272,44,61,10033,no,yes,no,yes,17,87,11,80,2900mb,allkeys-random,5,no,yes,no,514,165,yes,22,no
,,,,,,,915,6,287,47,70,9889,no,no,no,yes,17,83,19,79,2800mb,volatile-random,5,yes,yes,no,490,118,yes,20,yes
,,,,,,,941,5,312,52,60,10450,yes,no,no,,,,,,2000mb,volatile-random,5,no,yes,yes,443,155,yes,20,yes
,,,,,,,849,5,265,63,56,10200,no,yes,yes,,,,,,2200mb,allkeys-lru,5,yes,no,no,486,141,no,18,no
,,,,,,,811,6,313,50,49,9962,no,yes,yes,yes,13,86,13,78,2000mb,volatile-lru,4,yes,no,no,528,122,yes,23,yes
,,,,,,,947,5,310,46,66,10324,yes,no,no,,,,,,2100mb,volatile-lru,5,no,no,yes,498,114,no,16,no
,,,,,,,930,6,294,59,53,10372,no,no,no,,,,,,1400mb,volatile-random,5,yes,yes,no,511,136,no,18,no
,,,,,,,920,5,250,49,60,10254,no,yes,yes,,,,,,2000mb,volatile-random,5,no,no,no,494,169,yes,25,yes
,,,,,,,918,5,267,68,57,10212,no,no,yes,yes,14,87,17,79,1100mb,volatile-lru,5,no,no,yes,545,149,yes,19,yes
,,,,,,,937,4,310,69,63,9828,no,yes,yes,yes,20,82,12,80,1700mb,noeviction,5,yes,no,no,577,135,yes,23,no
,,,,,,,846,5,325,51,65,10242,yes,no,no,,,,,,2200mb,allkeys-random,5,yes,no,no,495,115,no,18,yes
,,,,,,,860,4,296,58,63,9106,no,yes,no,,,,,,2100mb,allkeys-lfu,5,no,yes,yes,501,132,yes,25,no
,,,,,,,844,5,352,46,53,10059,no,yes,yes,,,,,,1100mb,volatile-ttl,5,yes,no,no,482,126,no,23,yes
,,,,,,,893,5,222,60,52,9808,yes,no,yes,,,,,,2200mb,allkeys-lfu,5,yes,no,no,482,85,yes,17,no
,,,,,,,884,6,354,57,62,10050,no,yes,no,yes,16,85,13,80,2600mb,allkeys-lfu,5,yes,yes,no,477,139,no,20,yes
,,,,,,,882,5,312,59,59,10978,no,no,yes,yes,18,83,14,77,1500mb,volatile-lru,5,no,yes,yes,533,116,yes,22,yes
,,,,,,,885,4,303,59,56,10227,no,yes,yes,,,,,,2600mb,allkeys-lfu,5,no,no,yes,535,106,yes,24,yes
,,,,,,,898,3,334,53,52,10452,no,no,yes,yes,14,86,13,79,2600mb,volatile-lfu,5,no,yes,yes,495,98,yes,16,no
,,,,,,,847,5,276,49,54,10049,no,yes,yes,yes,15,86,15,80,1800mb,allkeys-lfu,5,no,yes,no,484,132,yes,23,no
,,,,,,,921,5,279,53,61,10696,no,yes,no,yes,19,80,16,83,2800mb,volatile-lfu,5,no,no,no,536,114,yes,27,yes
,,,,,,,902,5,317,57,61,10409,yes,no,no,yes,12,83,11,79,2200mb,allkeys-lru,5,no,no,yes,466,151,yes,20,no
,,,,,,,897,5,271,56,64,10304,no,no,no,yes,18,86,16,79,1500mb,allkeys-lru,5,no,yes,yes,536,172,no,15,no
,,,,,,,908,4,289,57,61,10099,no,yes,yes,yes,16,87,18,78,2300mb,volatile-ttl,4,yes,yes,yes,496,119,yes,23,yes
,,,,,,,918,5,310,53,62,9913,no,no,yes,yes,13,83,13,79,2500mb,allkeys-lru,5,no,no,no,468,128,yes,23,yes
,,,,,,,922,5,252,66,56,10001,yes,no,no,,,,,,1800mb,allkeys-random,5,no,yes,yes,562,114,no,18,no
,,,,,,,909,4,267,50,65,10721,no,no,no,,,,,,1300mb,allkeys-lru,5,no,no,no,448,177,no,21,no
,,,,,,,874,6,323,59,66,9966,no,no,no,,,,,,2600mb,volatile-lru,5,no,yes,no,526,115,yes,18,yes
,,,,,,,919,5,273,54,58,9855,yes,yes,yes,yes,18,86,14,82,1300mb,volatile-lfu,5,no,yes,yes,518,169,no,17,yes
,,,,,,,844,4,344,50,58,10038,no,yes,no,,,,,,2700mb,allkeys-lru,5,yes,yes,no,520,140,yes,22,no
,,,,,,,880,7,286,54,50,9825,no,no,yes,,,,,,2800mb,allkeys-random,5,yes,yes,yes,434,114,yes,19,no
,,,,,,,919,6,280,54,65,9809,no,yes,yes,yes,10,84,16,79,1700mb,volatile-random,5,yes,no,no,549,157,no,23,yes
,,,,,,,887,4,289,54,58,10067,no,no,yes,yes,13,85,14,81,1700mb,allkeys-random,5,no,yes,yes,525,168,no,21,yes
,,,,,,,895,6,334,43,56,9870,no,yes,no,,,,,,1700mb,allkeys-lfu,5,no,yes,no,507,165,no,16,yes
,,,,,,,843,4,310,46,68,10428,yes,yes,no,,,,,,2600mb,allkeys-lfu,5,yes,no,no,529,100,yes,19,yes
,,,,,,,880,5,297,46,55,10062,yes,yes,yes,yes,20,82,14,80,1000mb,volatile-ttl,5,yes,no,no,501,128,no,21,no
,,,,,,,878,6,373,68,48,10129,yes,no,no,yes,14,87,11,82,1000mb,allkeys-lfu,5,yes,no,no,503,144,yes,21,no
,,,,,,,859,5,345,49,62,9918,yes,no,no,,,,,,2000mb,allkeys-lru,5,yes,no,no,415,133,no,24,yes
,,,,,,,914,5,260,70,54,9840,no,no,no,,,,,,2200mb,volatile-ttl,5,no,no,no,429,136,yes,19,no
,,,,,,,884,5,240,56,68,10244,no,yes,yes,yes,16,82,13,81,1300mb,volatile-ttl,5,no,yes,no,481,132,yes,23,no
,,,,,,,891,6,328,66,57,9897,no,no,yes,yes,15,81,13,81,2800mb,allkeys-random,5,yes,no,no,473,95,yes,23,yes
,,,,,,,823,5,327,50,58,10064,no,yes,no,yes,21,88,15,79,2100mb,allkeys-random,5,yes,no,yes,522,101,yes,19,yes
,,,,,,,915,5,305,61,63,9704,yes,no,no,yes,16,87,13,81,1100mb,allkeys-lfu,5,no,yes,no,489,191,yes,22,yes
,,,,,,,839,5,324,54,58,9334,no,no,no,,,,,,1700mb,volatile-ttl,5,no,yes,yes,566,164,yes,18,yes
,,,,,,,902,5,326,64,60,9947,no,no,yes,yes,18,82,16,81,2000mb,volatile-lru,4,no,yes,yes,488,157,no,20,no
,,,,,,,957,4,364,41,64,10192,no,no,no,yes,17,82,13,79,1200mb,volatile-ttl,5,yes,no,no,496,161,no,23,no
,,,,,,,885,5,280,60,53,9571,yes,no,yes,,,,,,2100mb,allkeys-lfu,5,yes,no,yes,504,126,no,21,no
,,,,,,,933,5,381,48,53,9993,no,no,no,yes,13,80,18,79,2200mb,volatile-random,6,no,yes,no,498,137,yes,23,no
,,,,,,,840,5,350,59,59,9529,no,yes,yes,,,,,,2600mb,noeviction,5,no,yes,no,427,131,yes,17,yes
,,,,,,,913,5,273,58,57,9932,no,no,yes,yes,20,84,15,80,2800mb,allkeys-random,5,no,yes,yes,470,129,yes,14,yes
,,,,,,,879,5,298,43,58,9933,no,no,no,,,,,,2700mb,volatile-random,5,no,no,no,551,144,yes,20,yes
,,,,,,,848,6,259,64,61,9950,yes,no,yes,yes,17,81,15,79,2400mb,volatile-ttl,5,no,no,yes,525,131,yes,22,no
,,,,,,,905,5,312,61,60,9690,no,no,yes,,,,,,1700mb,noeviction,5,no,no,yes,539,127,no,18,no
,,,,,,,922,6,326,52,61,10207,no,no,yes,yes,19,86,13,79,1100mb,allkeys-lfu,5,yes,yes,yes,554,151,yes,21,yes
,,,,,,,866,4,306,58,63,10418,no,yes,yes,,,,,,1200mb,noeviction,5,yes,yes,yes,447,131,no,19,yes
,,,,,,,900,4,384,61,53,9455,no,yes,yes,yes,18,84,13,81,1000mb,volatile-random,5,yes,yes,yes,560,145,no,21,yes
,,,,,,,924,5,299,48,69,9740,no,yes,yes,,,,,,2400mb,noeviction,5,no,no,yes,533,108,no,19,yes
,,,,,,,868,5,320,52,69,10302,yes,no,no,,,,,,1800mb,allkeys-random,5,no,no,yes,489,180,no,22,no
,,,,,,,904,5,256,42,63,9616,yes,no,no,yes,17,88,16,80,1100mb,allkeys-random,5,yes,yes,yes,454,119,no,14,yes
,,,,,,,933,6,291,44,63,9593,yes,no,yes,yes,12,81,12,79,2600mb,volatile-lfu,5,yes,yes,yes,547,112,yes,20,no
,,,,,,,949,5,269,59,56,9867,yes,no,yes,yes,17,86,14,80,1700mb,noeviction,5,yes,yes,yes,517,139,yes,17,no
,,,,,,,857,6,329,67,57,9728,yes,no,no,yes,14,82,15,80,2900mb,allkeys-lru,5,no,yes,yes,485,142,yes,22,no
,,,,,,,930,4,279,65,58,10481,yes,no,yes,,,,,,1400mb,allkeys-random,5,no,no,yes,444,147,yes,19,no
,,,,,,,898,5,306,57,60,10034,no,yes,yes,,,,,,1600mb,allkeys-lfu,5,no,yes,no,527,129,no,25,no
,,,,,,,917,5,317,51,65,9585,no,no,yes,yes,14,90,13,81,1000mb,noeviction,5,yes,yes,yes,512,153,yes,23,no
