appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
,,,,,,,857,1,197,82,41,9342,yes,yes,yes,yes,14,98,22,78,1000mb,allkeys-random,6,yes,no,yes,486,128,yes,38,no
,,,,,,,864,6,474,11,42,11160,no,no,no,yes,26,74,22,81,2200mb,allkeys-random,5,no,no,yes,705,182,no,6,yes
,,,,,,,1074,6,130,65,30,10068,yes,no,no,,,,,,1000mb,volatile-random,3,no,no,no,736,74,yes,40,yes
,,,,,,,750,5,257,53,70,8849,yes,no,no,,,,,,1500mb,volatile-lfu,3,no,yes,no,295,78,yes,26,no
,,,,,,,1087,6,326,71,90,11970,no,no,no,,,,,,1300mb,volatile-ttl,7,yes,yes,no,569,189,no,6,yes
,,,,,,,716,1,194,36,63,8172,yes,yes,no,yes,29,98,18,72,2800mb,allkeys-lfu,4,yes,yes,yes,701,156,no,14,no
,,,,,,,843,2,483,85,70,8869,no,no,yes,,,,,,2100mb,volatile-lru,7,no,yes,yes,483,106,no,11,no
,,,,,,,880,6,300,11,36,10723,yes,yes,no,yes,23,94,29,82,1500mb,allkeys-lru,5,yes,no,yes,720,50,yes,27,yes
,,,,,,,717,4,479,94,71,10402,no,no,yes,yes,4,97,27,82,2100mb,allkeys-lfu,7,no,yes,no,340,96,yes,36,no
,,,,,,,757,4,291,29,69,10364,yes,yes,no,,,,,,1600mb,volatile-ttl,3,no,no,no,634,61,no,5,no
,,,,,,,980,4,342,28,78,10439,yes,yes,yes,yes,6,83,3,83,2600mb,volatile-random,5,yes,yes,no,535,230,yes,12,yes
,,,,,,,824,2,447,30,66,10895,yes,no,no,,,,,,1600mb,allkeys-lru,5,yes,no,yes,579,252,no,15,yes
,,,,,,,806,2,236,29,34,9960,no,yes,yes,yes,23,97,6,83,2400mb,volatile-ttl,3,yes,yes,no,399,58,yes,39,yes
,,,,,,,1010,1,118,11,51,9022,yes,yes,no,,,,,,2700mb,volatile-random,5,no,no,no,323,76,yes,11,yes
,,,,,,,832,3,180,50,47,9338,no,yes,no,,,,,,1800mb,allkeys-lru,5,yes,no,yes,429,124,no,32,yes
,,,,,,,965,8,327,72,35,8724,yes,yes,yes,yes,25,83,16,74,1200mb,noeviction,5,yes,no,no,618,209,no,31,yes
,,,,,,,1032,6,206,79,90,11842,yes,no,no,,,,,,2100mb,volatile-random,4,yes,no,no,431,45,yes,18,no
,,,,,,,1096,1,146,58,40,9052,no,yes,yes,,,,,,1800mb,allkeys-random,6,no,no,yes,536,114,no,7,yes
,,,,,,,1004,7,304,66,48,8689,no,yes,no,,,,,,1400mb,volatile-lru,7,yes,no,yes,646,80,no,35,yes
,,,,,,,1088,2,354,53,84,9088,yes,no,no,yes,5,98,3,88,1100mb,allkeys-lru,7,no,no,no,367,238,no,35,yes
,,,,,,,780,4,108,51,44,10801,yes,no,yes,yes,10,88,30,88,2900mb,noeviction,6,no,yes,no,547,65,no,30,no
,,,,,,,703,6,209,57,86,8403,no,yes,yes,,,,,,2100mb,volatile-ttl,4,yes,no,no,665,184,yes,29,no
,,,,,,,902,5,487,39,54,11761,no,no,yes,yes,20,100,24,73,1100mb,allkeys-lru,3,yes,yes,yes,426,93,no,15,yes
,,,,,,,978,3,215,33,44,11579,no,yes,no,,,,,,2100mb,volatile-lru,4,yes,yes,no,498,134,no,39,no
,,,,,,,962,5,409,44,71,8774,no,yes,yes,,,,,,2700mb,noeviction,6,yes,yes,yes,344,117,yes,9,no
,,,,,,,809,5,306,84,43,8799,no,no,yes,,,,,,1400mb,allkeys-lfu,7,yes,no,no,525,124,yes,29,yes
,,,,,,,925,3,493,79,59,10987,no,no,yes,yes,23,91,1,86,1600mb,volatile-ttl,6,no,no,no,720,226,yes,24,yes
,,,,,,,1019,3,291,18,84,9677,no,no,no,yes,18,76,10,82,2400mb,allkeys-lfu,6,no,no,yes,262,53,no,25,yes
,,,,,,,722,6,337,25,38,9027,yes,yes,yes,yes,22,83,25,78,1100mb,allkeys-random,5,yes,no,yes,707,83,no,21,no
,,,,,,,933,7,446,85,70,8625,no,yes,yes,,,,,,1400mb,allkeys-lru,4,yes,yes,yes,477,160,no,28,no
,,,,,,,797,7,436,78,39,11906,no,yes,yes,,,,,,1900mb,volatile-lru,4,yes,yes,yes,550,37,yes,11,yes
,,,,,,,822,3,449,30,59,11508,yes,no,yes,,,,,,2400mb,volatile-random,6,no,yes,yes,687,18,yes,10,no
,,,,,,,713,3,295,51,75,11458,no,no,yes,yes,16,78,6,90,2800mb,noeviction,4,yes,no,yes,364,125,yes,38,no
,,,,,,,718,8,330,45,79,10226,yes,yes,no,,,,,,1100mb,allkeys-lru,4,no,no,yes,375,24,yes,7,no
,,,,,,,1052,5,233,92,31,9087,no,yes,yes,yes,11,71,19,75,1500mb,volatile-ttl,6,yes,no,no,484,77,no,21,yes
,,,,,,,824,8,347,29,38,10530,yes,yes,no,,,,,,2800mb,noeviction,5,yes,no,no,484,64,no,23,yes
,,,,,,,737,2,190,79,89,8453,yes,no,yes,yes,17,75,7,83,2600mb,noeviction,4,yes,no,yes,344,224,yes,11,yes
,,,,,,,935,9,429,40,90,8570,yes,yes,no,,,,,,2200mb,allkeys-lfu,4,yes,no,yes,560,140,no,20,no
,,,,,,,864,2,234,47,33,8711,no,yes,yes,,,,,,2200mb,allkeys-lru,6,yes,no,no,412,137,no,9,no
,,,,,,,855,7,168,71,39,8254,yes,yes,yes,yes,17,95,25,74,2600mb,allkeys-lfu,3,yes,yes,yes,281,247,yes,7,no
,,,,,,,856,2,253,54,73,9671,no,no,no,yes,24,92,10,71,1600mb,allkeys-random,6,yes,yes,no,632,166,no,23,no
,,,,,,,851,1,417,69,30,11745,yes,yes,no,yes,27,84,22,85,2400mb,allkeys-lru,7,no,no,yes,606,254,yes,37,yes
,,,,,,,1073,2,151,69,46,10242,yes,no,no,yes,27,100,28,72,2000mb,allkeys-lru,7,no,yes,no,682,213,no,28,no
,,,,,,,945,8,463,90,48,11571,no,no,yes,yes,21,85,1,75,1600mb,allkeys-random,5,no,no,no,439,204,no,18,no
,,,,,,,755,1,165,22,70,9185,yes,yes,yes,yes,30,89,10,78,2800mb,allkeys-random,7,yes,no,yes,303,75,yes,9,no
,,,,,,,914,6,281,89,85,8304,yes,no,no,,,,,,2100mb,allkeys-lfu,3,yes,no,no,488,222,yes,21,no
,,,,,,,841,8,262,28,52,8373,yes,yes,yes,,,,,,2700mb,noeviction,6,yes,no,no,435,152,yes,7,yes
,,,,,,,805,8,167,78,53,8781,no,yes,no,,,,,,1200mb,allkeys-random,5,yes,yes,no,676,136,no,20,yes
,,,,,,,905,6,499,56,31,11752,no,no,no,yes,23,93,6,76,1300mb,noeviction,4,yes,no,yes,700,232,no,27,no
,,,,,,,980,5,173,54,31,8519,yes,yes,yes,,,,,,1800mb,volatile-lru,5,no,no,yes,699,89,no,21,no
,,,,,,,1042,7,476,58,56,8535,yes,yes,no,,,,,,1200mb,noeviction,4,no,yes,yes,617,21,no,7,no
,,,,,,,1074,9,293,89,82,11409,no,no,no,,,,,,1500mb,allkeys-lfu,7,yes,yes,yes,630,72,yes,35,no
,,,,,,,761,4,139,72,34,8080,no,no,no,,,,,,1300mb,allkeys-random,4,yes,yes,yes,414,164,no,26,yes
,,,,,,,1039,5,180,91,61,8173,no,no,yes,,,,,,1300mb,allkeys-lfu,4,yes,yes,no,696,130,no,31,yes
,,,,,,,1053,6,357,14,65,11708,yes,no,yes,yes,10,99,9,77,2600mb,volatile-lru,5,no,yes,yes,674,53,no,20,yes
,,,,,,,989,2,109,100,53,11324,no,no,no,,,,,,2500mb,allkeys-lfu,5,no,no,no,392,149,no,8,no
,,,,,,,967,3,413,99,32,8797,no,yes,no,yes,16,76,10,71,2300mb,volatile-ttl,3,yes,no,no,396,125,no,17,no
,,,,,,,775,7,164,28,39,8800,no,yes,yes,,,,,,2300mb,allkeys-lru,3,no,yes,yes,329,119,yes,5,yes
,,,,,,,834,3,487,11,74,10729,yes,no,yes,yes,7,74,28,89,1500mb,noeviction,5,yes,no,yes,567,87,yes,13,no
,,,,,,,851,3,178,68,71,8676,no,yes,yes,,,,,,1500mb,allkeys-lfu,5,yes,yes,no,570,244,yes,29,no
,,,,,,,948,9,399,26,31,8278,no,yes,yes,,,,,,1400mb,volatile-random,7,no,no,no,407,24,no,33,yes
,,,,,,,1063,8,285,51,50,10160,yes,no,no,yes,11,71,5,72,1600mb,volatile-lru,5,no,yes,no,634,54,yes,21,yes
,,,,,,,1026,8,280,52,77,10126,yes,yes,yes,,,,,,2900mb,volatile-lfu,7,yes,no,yes,382,51,no,2,yes
,,,,,,,878,6,346,95,44,10872,no,yes,no,yes,30,83,25,86,2200mb,allkeys-lru,6,no,yes,no,710,208,yes,3,no
,,,,,,,960,1,161,93,49,10343,no,yes,no,,,,,,1000mb,volatile-lru,3,no,yes,no,413,201,yes,33,yes
,,,,,,,888,7,488,53,58,8551,no,no,yes,,,,,,2600mb,allkeys-random,3,yes,yes,no,338,107,no,12,no
,,,,,,,768,4,271,75,49,11386,yes,no,no,yes,13,73,16,72,2700mb,volatile-ttl,7,no,no,yes,450,200,no,9,no
,,,,,,,757,8,412,28,82,10053,yes,yes,no,yes,5,75,16,79,2200mb,volatile-ttl,7,no,no,no,286,230,no,1,no
,,,,,,,916,1,199,22,71,8310,no,no,no,,,,,,2400mb,allkeys-lru,4,no,no,yes,681,232,no,25,yes
,,,,,,,725,1,274,99,76,10973,yes,yes,yes,yes,28,78,20,76,2900mb,volatile-lfu,5,no,no,yes,455,151,yes,21,no
,,,,,,,1053,1,457,34,73,8258,yes,yes,no,,,,,,1300mb,allkeys-lfu,6,no,yes,yes,732,17,yes,28,yes
,,,,,,,793,5,117,87,88,10905,yes,no,no,,,,,,1900mb,volatile-lfu,6,no,yes,yes,509,170,no,37,yes
,,,,,,,1030,2,429,41,53,8151,yes,no,yes,yes,6,100,3,87,1700mb,allkeys-random,7,no,yes,yes,413,26,yes,31,no
,,,,,,,848,1,330,83,75,8451,yes,no,yes,,,,,,1700mb,allkeys-lru,3,yes,yes,no,723,88,yes,12,no
,,,,,,,966,5,314,20,75,11747,yes,no,no,yes,10,81,29,81,1300mb,volatile-random,6,no,yes,yes,645,164,no,19,yes
,,,,,,,1048,7,370,65,57,10325,no,yes,no,,,,,,2200mb,allkeys-random,5,no,no,no,389,195,no,37,yes
,,,,,,,1002,2,109,91,44,10672,no,yes,no,yes,14,91,7,82,1000mb,volatile-ttl,5,yes,no,no,262,146,no,32,yes
,,,,,,,741,4,306,82,62,9251,no,no,no,,,,,,1900mb,allkeys-lru,3,yes,no,no,422,195,yes,5,no
,,,,,,,1027,4,448,72,56,9233,no,no,yes,yes,2,77,7,89,2800mb,volatile-lru,7,no,no,yes,507,112,yes,23,no
,,,,,,,902,9,452,55,81,9594,yes,yes,yes,,,,,,1500mb,allkeys-random,4,yes,no,yes,565,54,no,12,yes
,,,,,,,703,5,333,29,86,10373,no,no,yes,,,,,,1900mb,allkeys-random,5,no,no,yes,491,48,yes,26,no
,,,,,,,896,3,449,91,69,10168,no,yes,yes,,,,,,2700mb,volatile-random,6,no,no,yes,544,135,no,2,yes
,,,,,,,976,6,486,27,77,11728,yes,yes,yes,,,,,,1000mb,allkeys-random,3,yes,no,yes,680,63,yes,9,no
,,,,,,,760,4,359,18,59,10154,no,yes,yes,yes,10,100,12,82,1400mb,noeviction,4,no,no,yes,688,133,yes,5,no
,,,,,,,707,7,483,25,87,11184,no,yes,yes,yes,17,97,17,85,1400mb,volatile-random,6,no,no,no,557,18,no,24,no
,,,,,,,723,4,263,74,68,8485,yes,yes,yes,yes,5,90,12,82,1400mb,volatile-ttl,4,no,yes,yes,694,38,no,15,yes
,,,,,,,925,7,278,92,59,9952,no,no,yes,,,,,,1500mb,allkeys-lfu,5,no,no,yes,680,207,no,31,no
,,,,,,,801,4,138,91,61,8559,yes,yes,yes,,,,,,2500mb,volatile-lru,3,no,yes,yes,467,188,yes,2,yes
,,,,,,,789,5,228,67,57,9977,yes,yes,yes,,,,,,2200mb,volatile-ttl,7,yes,no,no,532,127,yes,7,yes
,,,,,,,959,3,435,56,86,9647,yes,no,yes,,,,,,2600mb,allkeys-random,5,no,no,no,533,189,yes,10,no
,,,,,,,828,2,454,76,42,11374,no,no,yes,yes,7,89,20,86,1900mb,volatile-lfu,6,yes,yes,yes,287,214,no,25,no
,,,,,,,1042,9,154,60,86,8432,no,no,no,yes,27,97,18,77,2100mb,volatile-lfu,6,yes,no,no,582,163,yes,19,yes
,,,,,,,917,7,411,20,79,11428,yes,no,yes,yes,11,98,18,78,2300mb,volatile-random,7,yes,yes,no,468,141,no,38,no
,,,,,,,718,7,273,23,80,11679,no,no,no,yes,24,94,16,87,1300mb,volatile-random,6,yes,yes,yes,325,205,no,9,no
,,,,,,,867,5,364,27,52,10642,yes,no,no,yes,4,100,27,87,1200mb,noeviction,7,yes,yes,no,606,149,no,24,yes
,,,,,,,852,1,160,28,51,9611,yes,no,no,,,,,,2100mb,noeviction,6,yes,no,yes,428,119,yes,33,no
,,,,,,,1099,1,180,21,31,8352,yes,no,no,yes,22,70,24,82,2900mb,volatile-lru,3,no,no,yes,682,107,yes,36,no
,,,,,,,976,6,430,47,79,11085,no,yes,yes,yes,21,83,6,84,2200mb,volatile-random,5,yes,yes,yes,451,192,no,23,yes
,,,,,,,919,7,216,37,35,11801,no,no,no,,,,,,2800mb,noeviction,3,yes,no,no,641,62,no,36,yes
,,,,,,,810,4,327,35,37,8756,no,no,yes,,,,,,1700mb,noeviction,3,yes,yes,no,296,223,no,24,no
,,,,,,,845,6,473,25,31,8642,yes,yes,no,yes,22,94,5,70,1600mb,volatile-lru,4,yes,no,no,563,23,yes,19,yes
,,,,,,,732,9,423,10,89,8093,yes,no,yes,yes,10,74,22,75,2700mb,volatile-ttl,3,yes,yes,no,712,155,no,11,yes
,,,,,,,708,8,416,55,47,10963,no,no,yes,yes,22,89,18,74,1600mb,allkeys-lru,7,yes,no,yes,366,24,yes,34,no
,,,,,,,934,3,128,19,48,10101,no,yes,yes,yes,16,100,8,83,1800mb,allkeys-lfu,4,yes,no,no,491,61,no,34,yes
,,,,,,,903,8,327,52,73,9179,no,no,no,yes,23,90,2,88,1500mb,allkeys-lfu,3,no,yes,no,485,137,yes,21,no
,,,,,,,965,4,304,12,49,9468,yes,yes,no,yes,27,82,27,88,1300mb,volatile-random,6,no,yes,no,723,99,no,22,yes
,,,,,,,739,9,328,12,41,10543,yes,yes,no,,,,,,2200mb,noeviction,7,yes,no,no,270,168,no,39,no
,,,,,,,792,8,438,33,75,10032,yes,yes,yes,yes,7,88,1,86,2000mb,allkeys-lru,7,no,yes,yes,501,213,no,4,yes
,,,,,,,762,8,155,37,46,10500,yes,no,yes,yes,18,71,15,85,1400mb,volatile-lru,5,yes,no,yes,704,112,yes,23,no
,,,,,,,872,9,108,56,32,8505,no,yes,yes,,,,,,2700mb,volatile-lru,6,yes,yes,no,503,188,yes,11,no
,,,,,,,802,5,498,34,65,8095,no,no,yes,yes,5,92,1,80,1100mb,allkeys-lru,6,no,no,yes,688,150,no,20,yes
,,,,,,,800,7,285,18,33,10346,no,yes,no,,,,,,2100mb,allkeys-lfu,5,no,no,yes,585,48,no,37,yes
,,,,,,,1001,6,332,91,51,8545,no,no,yes,yes,27,80,25,71,2500mb,allkeys-lfu,5,yes,no,yes,423,125,no,25,no
,,,,,,,1068,5,349,10,63,9429,yes,no,no,yes,5,72,25,88,2100mb,volatile-random,4,yes,yes,yes,319,50,no,6,no
,,,,,,,815,3,137,60,89,9392,no,no,no,,,,,,1500mb,volatile-lru,5,no,yes,yes,598,141,no,16,no
,,,,,,,1029,4,494,47,74,11201,no,yes,yes,,,,,,2400mb,volatile-random,7,yes,yes,yes,619,58,no,4,yes
,,,,,,,841,7,390,21,69,8821,no,no,yes,yes,12,99,28,72,1900mb,allkeys-lru,7,yes,yes,yes,377,247,no,4,no
,,,,,,,1015,1,303,84,41,11951,yes,no,no,,,,,,2700mb,noeviction,3,yes,yes,no,601,162,no,7,no
,,,,,,,751,2,152,17,85,10904,no,yes,yes,yes,12,82,5,76,2200mb,noeviction,6,no,yes,yes,655,172,no,28,no
,,,,,,,955,1,254,44,62,9244,no,yes,yes,,,,,,2300mb,volatile-lru,6,no,yes,no,633,227,yes,24,no
,,,,,,,898,1,315,22,47,10471,yes,yes,no,yes,21,100,23,84,2300mb,volatile-random,4,yes,no,no,290,101,no,34,no
,,,,,,,955,7,426,24,47,9527,yes,yes,no,yes,8,89,13,90,1800mb,allkeys-lru,4,yes,yes,yes,739,92,yes,33,no
,,,,,,,915,6,490,95,69,10773,no,no,no,,,,,,2900mb,volatile-ttl,7,yes,yes,yes,513,251,yes,2,no
,,,,,,,918,8,412,60,48,9802,yes,no,no,yes,7,81,10,75,1900mb,noeviction,6,yes,no,no,414,37,yes,37,no
,,,,,,,1082,1,188,60,52,11282,no,no,no,,,,,,1100mb,volatile-ttl,7,no,no,no,416,128,yes,11,yes
,,,,,,,867,9,275,100,87,11260,yes,yes,no,yes,26,90,15,77,2200mb,volatile-random,4,yes,no,yes,614,147,no,28,no
,,,,,,,1014,8,469,14,39,10211,no,no,yes,yes,11,75,7,74,2800mb,noeviction,3,no,yes,yes,321,74,no,20,no
,,,,,,,832,1,192,93,56,10835,yes,no,no,yes,9,76,16,75,2000mb,allkeys-lru,4,no,yes,yes,299,21,no,11,no
,,,,,,,937,3,217,76,58,10092,yes,yes,yes,,,,,,2400mb,volatile-lru,5,no,yes,no,272,175,no,5,no
,,,,,,,1092,4,446,89,31,9314,no,no,no,,,,,,1200mb,noeviction,6,yes,no,yes,467,163,no,21,no
,,,,,,,906,7,184,73,30,10604,yes,yes,yes,yes,15,70,24,73,1100mb,allkeys-lfu,7,yes,no,yes,437,155,no,17,no
,,,,,,,1070,4,296,73,77,11718,yes,yes,yes,,,,,,2500mb,allkeys-lru,4,no,yes,yes,404,94,yes,16,no
,,,,,,,1004,6,211,12,73,10014,yes,no,no,yes,24,74,15,70,2700mb,volatile-lru,6,yes,yes,yes,488,206,yes,17,yes
,,,,,,,809,4,121,18,81,10687,yes,no,no,yes,6,81,26,71,1700mb,volatile-ttl,5,no,yes,yes,388,227,yes,3,yes
,,,,,,,918,6,270,68,48,11125,yes,yes,yes,yes,19,80,14,74,2600mb,allkeys-random,6,no,yes,yes,696,161,no,40,yes
,,,,,,,1010,2,157,79,73,10387,yes,yes,yes,yes,3,73,18,87,1100mb,allkeys-lfu,3,yes,no,yes,400,20,no,17,yes
,,,,,,,958,4,458,12,87,10484,yes,yes,no,yes,16,73,16,81,1300mb,allkeys-lfu,6,yes,yes,yes,576,256,yes,25,no
,,,,,,,1026,1,188,60,40,9144,yes,no,yes,yes,30,86,10,85,2000mb,volatile-random,6,no,no,no,628,87,yes,4,yes
,,,,,,,708,7,392,90,71,10435,no,yes,yes,yes,8,96,21,75,1100mb,allkeys-lfu,5,yes,yes,yes,404,18,no,3,no
,,,,,,,1077,9,200,60,81,9179,yes,no,no,,,,,,2600mb,volatile-lfu,4,no,yes,yes,517,194,yes,8,yes
,,,,,,,893,3,354,23,32,9683,no,no,yes,,,,,,1100mb,allkeys-random,7,yes,yes,no,494,236,yes,28,no
,,,,,,,755,5,164,25,73,11787,no,yes,no,yes,16,98,19,83,2900mb,noeviction,3,no,yes,yes,672,78,no,15,no
,,,,,,,938,5,246,43,45,9644,no,no,yes,,,,,,1200mb,volatile-ttl,7,yes,no,yes,551,36,yes,18,no
,,,,,,,828,7,146,99,88,11986,yes,no,yes,,,,,,2500mb,volatile-lfu,6,no,yes,no,592,41,no,35,no
,,,,,,,910,3,160,69,38,9405,no,no,no,yes,18,99,12,85,2600mb,volatile-lru,6,yes,yes,yes,283,39,yes,1,no
,,,,,,,899,7,278,59,60,10141,yes,yes,yes,,,,,,2500mb,noeviction,6,yes,no,yes,653,59,yes,22,no
,,,,,,,941,2,367,66,35,9772,yes,no,yes,yes,10,80,28,74,2000mb,noeviction,3,yes,yes,no,529,102,no,38,no
,,,,,,,1041,7,350,11,77,11963,no,yes,yes,,,,,,1900mb,volatile-ttl,3,yes,yes,yes,291,203,no,8,yes
,,,,,,,889,3,289,75,30,10297,yes,no,yes,,,,,,2900mb,allkeys-lru,4,yes,yes,yes,321,83,no,4,yes
,,,,,,,722,1,180,71,46,8422,no,no,no,,,,,,1400mb,volatile-random,5,no,no,yes,652,112,yes,27,yes
,,,,,,,1065,8,244,29,32,8536,no,no,yes,,,,,,2000mb,volatile-lru,4,no,yes,yes,625,81,no,22,yes
,,,,,,,791,9,313,44,76,9658,yes,yes,yes,,,,,,1200mb,noeviction,5,yes,no,yes,742,71,no,35,no
,,,,,,,1041,3,111,57,44,10531,yes,no,yes,yes,26,80,10,70,2200mb,volatile-lru,7,yes,no,yes,400,111,no,19,no
,,,,,,,973,3,214,53,55,11774,no,no,yes,,,,,,1000mb,allkeys-lfu,6,yes,yes,no,504,184,no,27,no
,,,,,,,975,7,149,95,51,9286,yes,yes,yes,,,,,,2900mb,allkeys-lfu,6,no,no,yes,376,241,no,13,yes
,,,,,,,827,5,175,55,77,8282,no,no,yes,,,,,,1900mb,volatile-lru,5,no,no,yes,705,208,yes,16,yes
,,,,,,,1046,3,112,42,73,9523,yes,no,yes,,,,,,2000mb,volatile-lfu,7,no,no,yes,301,236,yes,13,yes
,,,,,,,786,5,101,42,77,8070,yes,no,no,yes,20,91,12,76,2400mb,allkeys-lfu,6,yes,no,no,448,196,yes,26,no
,,,,,,,924,6,279,52,43,11879,no,yes,no,yes,14,73,25,77,1000mb,allkeys-random,3,yes,no,no,349,33,no,24,yes
,,,,,,,1014,1,125,58,84,9080,yes,yes,yes,yes,18,91,4,76,1700mb,volatile-random,3,no,yes,no,316,74,yes,11,yes
,,,,,,,916,2,303,42,77,8741,no,yes,yes,,,,,,2200mb,volatile-ttl,3,no,no,yes,409,25,no,37,yes
,,,,,,,1006,9,125,82,73,10393,no,yes,yes,yes,13,92,27,77,1100mb,allkeys-random,6,yes,yes,yes,732,33,no,9,no
,,,,,,,808,1,175,48,48,9458,no,no,no,yes,27,96,11,86,2200mb,allkeys-random,3,yes,yes,yes,615,19,no,39,yes
,,,,,,,946,2,448,36,86,9085,yes,yes,yes,,,,,,2600mb,volatile-lru,3,no,no,yes,512,143,no,36,yes
,,,,,,,777,9,244,49,63,9180,yes,yes,no,yes,9,75,16,86,2600mb,volatile-lru,3,no,no,no,296,124,yes,9,no
,,,,,,,1037,1,365,84,37,10337,yes,yes,no,yes,10,81,24,78,2600mb,volatile-lfu,6,yes,no,yes,343,137,yes,23,yes
,,,,,,,938,8,124,42,66,11929,yes,yes,yes,yes,28,99,26,89,1900mb,allkeys-lru,4,yes,yes,yes,476,82,yes,1,yes
,,,,,,,718,6,288,67,86,8234,yes,no,yes,,,,,,2000mb,allkeys-lru,3,yes,yes,yes,394,109,no,11,no
,,,,,,,736,4,201,40,66,8726,yes,yes,no,yes,17,98,21,70,1900mb,allkeys-lru,4,no,yes,yes,472,189,yes,1,no
,,,,,,,1012,7,404,100,53,9113,no,yes,no,yes,21,83,21,80,1100mb,allkeys-random,3,no,no,yes,668,21,yes,31,no
,,,,,,,933,9,488,46,85,11637,yes,no,yes,,,,,,2400mb,volatile-random,5,yes,yes,no,418,233,no,35,yes
,,,,,,,767,5,206,23,58,10774,no,no,yes,yes,18,98,3,71,2000mb,volatile-lru,5,no,yes,yes,590,162,yes,36,no
,,,,,,,975,2,279,82,33,9047,yes,no,no,,,,,,1500mb,allkeys-random,4,no,no,yes,488,185,no,16,yes
,,,,,,,975,6,173,13,84,8250,yes,no,yes,,,,,,1200mb,volatile-lru,7,no,no,yes,735,221,no,25,yes
,,,,,,,1075,8,352,98,62,8342,yes,yes,no,yes,24,94,11,85,1100mb,allkeys-random,3,yes,yes,no,627,129,no,37,yes
,,,,,,,865,5,397,18,49,11222,yes,yes,no,yes,3,95,9,72,2700mb,allkeys-random,4,no,no,yes,735,91,no,6,yes
,,,,,,,874,9,174,47,68,10921,yes,yes,yes,,,,,,1700mb,volatile-lfu,3,no,yes,no,523,194,yes,21,no
,,,,,,,859,9,156,22,59,11224,yes,no,no,yes,22,88,11,89,2900mb,allkeys-random,7,yes,no,no,536,156,yes,11,no
,,,,,,,747,2,225,41,85,10608,no,yes,no,,,,,,1600mb,volatile-lru,3,no,no,no,389,68,yes,22,yes
,,,,,,,844,9,384,56,56,9882,yes,yes,yes,,,,,,1400mb,allkeys-lru,6,no,yes,yes,331,225,yes,20,yes
,,,,,,,825,3,391,60,59,9017,no,yes,yes,yes,18,83,16,79,1600mb,allkeys-random,5,no,yes,yes,631,26,no,20,no
,,,,,,,802,8,224,70,41,10945,yes,yes,no,yes,15,90,22,80,1500mb,allkeys-random,3,no,yes,no,293,69,yes,10,yes
,,,,,,,867,5,223,92,51,11486,yes,no,yes,yes,7,77,5,81,2400mb,allkeys-lfu,6,yes,yes,no,633,105,no,28,no
,,,,,,,760,3,450,23,88,10618,yes,yes,yes,,,,,,1700mb,allkeys-random,5,no,yes,no,589,126,no,5,yes
,,,,,,,856,9,302,89,76,11435,yes,yes,no,yes,7,82,6,82,1500mb,volatile-ttl,4,no,yes,yes,475,60,yes,13,yes
,,,,,,,872,5,321,49,63,8986,yes,no,no,,,,,,2900mb,allkeys-random,5,no,yes,no,383,170,no,28,yes
,,,,,,,815,6,155,76,66,8703,yes,no,yes,yes,17,94,12,71,1000mb,volatile-lru,7,yes,yes,yes,336,30,yes,23,no
,,,,,,,812,8,239,12,77,8032,no,no,no,yes,5,97,1,80,1200mb,noeviction,6,no,yes,yes,618,63,no,7,no
,,,,,,,948,2,141,57,36,11984,no,yes,no,,,,,,1500mb,allkeys-lru,3,no,no,yes,356,41,yes,25,no
,,,,,,,1042,6,200,40,55,11234,yes,no,no,,,,,,2000mb,allkeys-lru,6,no,no,no,360,55,no,38,no
,,,,,,,999,7,149,83,79,10864,yes,yes,no,yes,2,80,1,76,2300mb,volatile-lru,6,yes,yes,no,257,210,no,25,no
,,,,,,,795,2,456,36,71,9211,yes,yes,yes,yes,7,80,24,83,2100mb,noeviction,4,yes,yes,yes,686,242,yes,27,yes
,,,,,,,960,3,289,40,35,11989,no,yes,yes,yes,28,78,22,81,1000mb,volatile-random,7,yes,no,yes,348,176,yes,10,yes
,,,,,,,867,2,425,27,84,11462,yes,no,yes,yes,23,72,12,79,2200mb,volatile-lfu,4,yes,no,no,510,90,no,1,no
,,,,,,,854,4,445,33,84,9102,no,no,no,yes,13,74,24,77,2800mb,allkeys-lru,6,yes,no,yes,645,33,no,6,no
,,,,,,,860,1,175,64,52,8608,yes,no,no,,,,,,1800mb,allkeys-random,4,no,no,yes,532,228,no,22,no
,,,,,,,916,9,381,84,90,10830,no,no,no,,,,,,2500mb,volatile-random,4,yes,no,yes,459,66,no,34,yes
,,,,,,,895,2,237,65,67,8912,yes,no,yes,,,,,,1600mb,allkeys-lfu,4,no,no,yes,582,76,no,6,yes
,,,,,,,900,4,476,52,75,11721,yes,no,yes,,,,,,1900mb,volatile-lru,4,no,yes,yes,646,207,yes,33,no
