appendonly,appendfsync,auto-aof-rewrite-percentage,auto-aof-rewrite-min-size,no-appendfsync-on-rewrite,aof-rewrite-incremental-fsync,aof-use-rdb-preamble,save0_0,save0_1,save1_0,save1_1,save2_0,save2_1,rdbcompression,rdbchecksum,rdb-save-incremental-fsync,activedefrag,active-defrag-threshold-lower,active-defrag-threshold-upper,active-defrag-cycle-min,active-defrag-cycle-max,maxmemory,maxmemory-policy,maxmemory-samples,lazyfree-lazy-eviction,lazyfree-lazy-expire,lazyfree-lazy-server-del,hash-max-ziplist-entries,hash-max-ziplist-value,activerehashing,hz,dynamic-hz
yes,always,180,196mb,no,no,no,,,,,,,,,,yes,17,78,8,89,2100mb,allkeys-lru,3,yes,yes,yes,326,180,no,33,no
yes,always,191,214mb,no,yes,yes,,,,,,,,,,yes,15,96,7,73,2800mb,volatile-random,5,yes,no,yes,475,240,yes,38,yes
yes,everysec,145,168mb,no,no,yes,,,,,,,,,,yes,18,70,20,77,1900mb,volatile-lfu,4,no,no,no,548,256,no,23,no
yes,everysec,175,249mb,no,yes,no,,,,,,,,,,yes,27,100,20,86,2100mb,volatile-lfu,4,yes,no,yes,301,41,no,5,no
yes,everysec,111,136mb,no,no,yes,,,,,,,,,,,,,,,1100mb,allkeys-lru,6,yes,yes,yes,687,242,no,7,yes
yes,no,56,177mb,no,no,yes,,,,,,,,,,,,,,,1300mb,allkeys-lfu,4,no,no,no,264,107,no,29,yes
yes,always,65,236mb,no,no,yes,,,,,,,,,,,,,,,2200mb,allkeys-lfu,3,no,yes,yes,264,55,yes,11,no
yes,no,178,35mb,no,no,no,,,,,,,,,,,,,,,2700mb,volatile-random,6,yes,yes,yes,591,37,no,32,yes
yes,always,183,238mb,no,no,no,,,,,,,,,,yes,25,78,11,82,1600mb,volatile-lfu,3,yes,no,no,491,189,no,36,yes
yes,always,149,197mb,no,yes,no,,,,,,,,,,,,,,,2200mb,allkeys-random,3,no,no,yes,337,148,yes,6,no
yes,always,51,236mb,no,no,yes,,,,,,,,,,,,,,,2300mb,allkeys-lfu,7,yes,no,yes,537,219,yes,16,yes
yes,always,121,34mb,no,yes,no,,,,,,,,,,,,,,,1000mb,allkeys-lru,6,yes,yes,yes,455,197,no,22,yes
yes,everysec,101,41mb,yes,no,yes,,,,,,,,,,,,,,,1100mb,volatile-lfu,3,no,yes,yes,604,33,yes,22,yes
yes,everysec,95,105mb,yes,yes,no,,,,,,,,,,yes,14,71,27,85,1600mb,volatile-lfu,5,no,no,no,732,198,yes,31,yes
yes,no,136,226mb,no,no,yes,,,,,,,,,,,,,,,2500mb,volatile-lru,6,yes,no,yes,301,227,yes,1,no
yes,always,104,25mb,yes,yes,no,,,,,,,,,,,,,,,2100mb,allkeys-lru,6,no,no,yes,690,200,no,40,yes
yes,always,56,253mb,no,yes,yes,,,,,,,,,,,,,,,1600mb,allkeys-lru,3,yes,no,no,290,29,yes,30,no
yes,always,74,153mb,no,no,yes,,,,,,,,,,yes,5,80,22,81,2600mb,volatile-ttl,4,no,yes,no,602,154,no,1,yes
yes,always,196,72mb,yes,yes,no,,,,,,,,,,,,,,,1400mb,allkeys-lru,5,no,yes,yes,419,17,no,2,no
yes,always,50,242mb,yes,yes,yes,,,,,,,,,,yes,16,78,14,77,1600mb,volatile-lru,3,no,yes,yes,731,224,no,4,no
yes,no,89,94mb,no,no,yes,,,,,,,,,,yes,25,86,22,74,1600mb,volatile-ttl,6,no,no,no,624,188,yes,8,yes
yes,always,177,77mb,yes,no,no,,,,,,,,,,,,,,,2200mb,allkeys-random,3,no,no,no,539,198,yes,28,no
yes,no,53,254mb,yes,yes,no,,,,,,,,,,yes,1,95,28,72,1700mb,noeviction,4,no,no,yes,697,155,yes,37,no
yes,always,174,195mb,yes,yes,no,,,,,,,,,,,,,,,1000mb,allkeys-lru,4,yes,no,no,360,72,no,2,yes
yes,no,127,221mb,no,yes,yes,,,,,,,,,,yes,9,76,26,72,2300mb,volatile-lfu,6,no,no,no,607,226,no,19,no
yes,no,65,148mb,yes,yes,yes,,,,,,,,,,,,,,,2100mb,allkeys-lru,7,yes,yes,no,340,140,no,35,no
yes,no,93,83mb,yes,no,no,,,,,,,,,,yes,9,72,23,76,2100mb,noeviction,7,yes,no,no,527,126,no,37,no
yes,always,138,32mb,yes,no,no,,,,,,,,,,yes,21,73,30,88,1400mb,volatile-ttl,5,yes,yes,yes,635,158,no,19,no
yes,always,86,194mb,yes,no,yes,,,,,,,,,,,,,,,1200mb,allkeys-random,5,yes,no,no,638,86,no,34,yes
yes,always,194,181mb,yes,no,no,,,,,,,,,,yes,17,92,19,73,2300mb,allkeys-random,4,yes,yes,yes,629,128,no,29,yes
yes,always,58,228mb,no,no,yes,,,,,,,,,,yes,18,99,4,72,2000mb,volatile-lfu,7,no,yes,no,442,213,yes,37,no
yes,everysec,147,174mb,yes,yes,no,,,,,,,,,,,,,,,1800mb,volatile-ttl,4,no,yes,no,719,82,no,17,yes
yes,everysec,93,252mb,yes,yes,no,,,,,,,,,,yes,16,96,29,77,2500mb,volatile-random,5,no,yes,no,697,117,yes,1,no
yes,always,121,151mb,no,yes,no,,,,,,,,,,,,,,,2400mb,volatile-ttl,5,no,no,no,414,190,yes,39,no
yes,always,71,137mb,no,no,yes,,,,,,,,,,yes,16,89,10,70,2200mb,allkeys-random,5,no,no,no,612,233,no,11,no
yes,always,195,161mb,no,yes,yes,,,,,,,,,,,,,,,1500mb,noeviction,6,yes,no,yes,273,82,yes,39,yes
yes,no,120,46mb,no,no,no,,,,,,,,,,,,,,,1500mb,volatile-lru,7,yes,no,no,594,105,yes,1,no
yes,always,177,100mb,no,yes,no,,,,,,,,,,yes,23,77,15,79,1100mb,volatile-ttl,6,yes,yes,no,283,36,no,31,yes
yes,always,75,82mb,yes,yes,no,,,,,,,,,,yes,22,95,14,72,1500mb,volatile-random,6,no,yes,yes,459,253,yes,21,no
yes,everysec,133,246mb,no,yes,no,,,,,,,,,,,,,,,1800mb,volatile-random,3,no,yes,no,377,51,no,23,no
yes,everysec,145,143mb,yes,yes,no,,,,,,,,,,,,,,,1700mb,allkeys-lfu,5,no,no,no,274,208,no,5,yes
yes,always,178,144mb,no,no,yes,,,,,,,,,,,,,,,2600mb,allkeys-lfu,3,no,no,no,394,114,yes,31,no
yes,always,157,23mb,yes,yes,no,,,,,,,,,,yes,7,79,8,76,2700mb,volatile-random,4,no,no,no,289,172,no,37,no
yes,no,116,110mb,yes,no,yes,,,,,,,,,,yes,30,85,29,83,2300mb,allkeys-lru,3,yes,yes,no,402,155,yes,32,no
yes,no,179,50mb,no,yes,yes,,,,,,,,,,yes,25,75,1,82,2000mb,allkeys-random,3,no,no,yes,502,190,no,22,no
yes,everysec,52,128mb,yes,no,yes,,,,,,,,,,,,,,,2000mb,allkeys-random,3,yes,yes,yes,569,221,no,33,no
yes,always,102,233mb,yes,no,yes,,,,,,,,,,yes,26,81,4,76,2000mb,allkeys-random,7,no,no,no,618,189,yes,28,no
yes,everysec,68,228mb,no,yes,no,,,,,,,,,,yes,24,90,16,81,1200mb,noeviction,5,no,yes,no,364,226,no,3,no
yes,everysec,152,65mb,no,no,no,,,,,,,,,,,,,,,1600mb,volatile-ttl,3,yes,yes,yes,409,232,no,11,yes
yes,everysec,189,47mb,yes,no,yes,,,,,,,,,,,,,,,1500mb,allkeys-lru,4,no,no,no,524,99,yes,10,yes
yes,no,131,24mb,yes,no,yes,,,,,,,,,,,,,,,1000mb,noeviction,3,no,no,yes,594,94,no,8,no
yes,everysec,57,184mb,yes,no,yes,,,,,,,,,,,,,,,1300mb,allkeys-lru,7,yes,yes,no,519,137,no,37,no
yes,always,112,84mb,yes,no,yes,,,,,,,,,,yes,7,84,24,74,2300mb,volatile-ttl,4,no,yes,no,330,68,yes,29,no
yes,always,173,172mb,no,yes,no,,,,,,,,,,,,,,,1400mb,volatile-lru,7,yes,yes,no,496,111,no,26,no
yes,always,106,26mb,no,no,yes,,,,,,,,,,,,,,,1600mb,allkeys-random,5,no,no,yes,603,30,yes,12,yes
yes,always,107,96mb,no,no,yes,,,,,,,,,,yes,16,81,21,71,1200mb,allkeys-lfu,3,no,yes,yes,257,113,yes,8,yes
yes,always,159,54mb,no,no,yes,,,,,,,,,,yes,19,99,2,90,1000mb,allkeys-lfu,3,no,yes,yes,525,217,no,12,yes
yes,always,189,163mb,no,no,yes,,,,,,,,,,yes,21,73,26,90,1100mb,volatile-lfu,3,yes,yes,no,314,23,no,4,no
yes,everysec,136,58mb,yes,no,yes,,,,,,,,,,yes,28,74,8,79,2700mb,volatile-ttl,7,yes,no,no,371,64,yes,15,no
yes,everysec,170,171mb,no,yes,no,,,,,,,,,,yes,13,95,17,87,2500mb,allkeys-lru,3,yes,no,no,418,221,no,31,yes
yes,no,197,215mb,yes,yes,yes,,,,,,,,,,,,,,,1700mb,allkeys-random,7,yes,no,no,357,220,yes,29,yes
yes,always,169,172mb,no,no,yes,,,,,,,,,,,,,,,1300mb,allkeys-random,4,no,no,yes,294,102,no,36,yes
yes,everysec,182,177mb,no,no,no,,,,,,,,,,yes,24,82,6,77,2100mb,volatile-lfu,5,no,yes,no,526,144,no,30,no
yes,always,111,158mb,yes,yes,yes,,,,,,,,,,yes,6,98,10,72,1300mb,allkeys-lfu,3,yes,no,yes,693,234,no,6,no
yes,everysec,195,88mb,yes,no,no,,,,,,,,,,,,,,,1900mb,allkeys-lfu,7,yes,no,yes,320,209,yes,38,yes
yes,no,86,131mb,yes,yes,yes,,,,,,,,,,yes,21,70,13,76,2400mb,volatile-lfu,3,yes,yes,no,562,136,no,22,no
yes,everysec,163,41mb,yes,no,no,,,,,,,,,,,,,,,1100mb,allkeys-random,7,yes,no,yes,271,123,no,4,no
yes,no,82,205mb,yes,no,yes,,,,,,,,,,yes,9,90,15,78,2700mb,allkeys-random,6,no,no,no,702,116,no,26,no
yes,everysec,163,131mb,no,yes,yes,,,,,,,,,,yes,15,81,8,88,1400mb,volatile-lfu,5,no,no,yes,604,105,no,12,yes
yes,everysec,54,177mb,no,yes,yes,,,,,,,,,,,,,,,2200mb,allkeys-random,7,yes,yes,no,465,234,no,5,no
yes,everysec,82,207mb,yes,yes,no,,,,,,,,,,yes,18,91,8,79,2800mb,volatile-lru,5,no,yes,no,621,254,yes,12,yes
yes,no,95,190mb,yes,no,yes,,,,,,,,,,,,,,,1700mb,volatile-ttl,3,yes,yes,yes,562,146,no,35,yes
yes,always,161,239mb,no,no,yes,,,,,,,,,,,,,,,2300mb,noeviction,4,no,no,no,402,211,no,17,no
yes,always,105,136mb,yes,yes,yes,,,,,,,,,,,,,,,1900mb,noeviction,4,no,yes,yes,570,99,no,40,yes
yes,everysec,186,76mb,no,no,no,,,,,,,,,,,,,,,1500mb,volatile-ttl,4,yes,no,yes,672,72,yes,22,no
yes,always,177,234mb,yes,yes,yes,,,,,,,,,,,,,,,2400mb,volatile-ttl,5,no,no,no,689,105,no,19,no
yes,everysec,171,48mb,yes,yes,yes,,,,,,,,,,yes,10,86,9,79,2500mb,allkeys-random,5,no,no,yes,675,83,yes,17,yes
yes,everysec,127,37mb,no,no,no,,,,,,,,,,yes,3,74,21,90,2100mb,volatile-lru,3,yes,yes,no,445,57,no,29,yes
yes,no,176,220mb,yes,yes,yes,,,,,,,,,,,,,,,1700mb,volatile-ttl,5,yes,yes,no,368,234,no,7,yes
yes,everysec,171,66mb,no,no,no,,,,,,,,,,,,,,,1800mb,allkeys-random,4,yes,no,yes,680,224,yes,15,yes
yes,no,164,34mb,no,no,yes,,,,,,,,,,,,,,,1500mb,allkeys-random,4,yes,no,yes,285,102,no,7,yes
yes,always,128,108mb,no,yes,yes,,,,,,,,,,yes,16,92,7,73,1000mb,volatile-lfu,5,no,no,yes,343,184,yes,20,no
yes,everysec,94,244mb,yes,no,no,,,,,,,,,,,,,,,1400mb,allkeys-random,7,no,no,no,627,20,no,4,no
yes,always,143,255mb,yes,yes,no,,,,,,,,,,yes,20,92,2,88,1800mb,allkeys-lfu,7,yes,yes,yes,386,217,no,25,no
yes,no,164,58mb,yes,no,no,,,,,,,,,,,,,,,1200mb,allkeys-random,6,yes,yes,yes,510,112,yes,1,no
yes,always,79,21mb,no,no,yes,,,,,,,,,,,,,,,2300mb,allkeys-random,3,yes,no,yes,574,213,no,32,no
yes,everysec,149,239mb,no,no,no,,,,,,,,,,,,,,,1200mb,allkeys-lru,3,yes,yes,no,564,66,yes,15,no
yes,always,85,44mb,yes,yes,yes,,,,,,,,,,yes,24,97,27,77,2200mb,volatile-lru,4,no,no,no,684,22,yes,4,yes
yes,no,65,110mb,no,no,no,,,,,,,,,,,,,,,1300mb,allkeys-lfu,3,yes,yes,no,390,242,yes,33,yes
yes,always,98,98mb,yes,no,no,,,,,,,,,,yes,5,92,5,84,1400mb,noeviction,4,no,no,yes,377,250,no,13,no
yes,always,82,181mb,yes,no,yes,,,,,,,,,,,,,,,1300mb,volatile-lru,3,yes,yes,yes,342,181,no,2,no
yes,no,199,33mb,yes,no,yes,,,,,,,,,,yes,29,92,28,90,1900mb,allkeys-lfu,3,yes,yes,yes,738,103,yes,16,yes
yes,no,160,147mb,no,yes,yes,,,,,,,,,,yes,15,92,7,86,2900mb,volatile-lfu,4,yes,no,yes,287,247,yes,3,yes
yes,everysec,133,254mb,no,yes,yes,,,,,,,,,,yes,30,70,26,83,2700mb,allkeys-lru,4,no,no,no,314,205,yes,39,no
yes,no,182,111mb,yes,no,yes,,,,,,,,,,yes,10,77,11,79,2800mb,noeviction,6,yes,yes,yes,341,74,no,18,no
yes,always,78,230mb,no,yes,yes,,,,,,,,,,yes,22,80,23,74,1800mb,volatile-ttl,5,yes,yes,yes,478,230,yes,40,no
yes,no,186,55mb,no,no,yes,,,,,,,,,,,,,,,2600mb,volatile-lfu,3,yes,no,yes,283,193,yes,11,yes
yes,everysec,141,104mb,no,yes,yes,,,,,,,,,,yes,23,72,14,72,2600mb,allkeys-lfu,5,yes,yes,yes,402,82,no,24,no
yes,always,189,39mb,yes,yes,yes,,,,,,,,,,,,,,,1300mb,volatile-lru,5,yes,yes,yes,731,223,no,7,no
yes,always,148,168mb,yes,yes,yes,,,,,,,,,,,,,,,2000mb,volatile-random,6,no,yes,yes,523,123,no,2,yes
yes,no,148,98mb,yes,yes,no,,,,,,,,,,,,,,,1900mb,volatile-ttl,3,yes,no,yes,527,186,yes,1,no
yes,no,164,138mb,yes,yes,no,,,,,,,,,,,,,,,1100mb,allkeys-random,3,no,yes,yes,296,232,yes,40,yes
yes,everysec,116,51mb,no,no,yes,,,,,,,,,,,,,,,2800mb,volatile-ttl,3,yes,yes,no,529,248,yes,9,yes
yes,no,107,22mb,yes,yes,no,,,,,,,,,,,,,,,1700mb,allkeys-lfu,5,no,yes,yes,392,206,no,20,no
yes,everysec,116,171mb,yes,no,no,,,,,,,,,,,,,,,2500mb,volatile-random,5,yes,no,yes,477,51,yes,11,no
yes,always,54,75mb,yes,no,no,,,,,,,,,,yes,28,71,23,71,2200mb,allkeys-random,4,yes,yes,no,712,255,yes,38,yes
yes,no,173,97mb,yes,no,yes,,,,,,,,,,yes,4,95,7,76,1000mb,volatile-lfu,6,no,no,yes,388,113,yes,24,yes
yes,no,156,86mb,yes,no,yes,,,,,,,,,,yes,22,80,1,86,2800mb,noeviction,3,no,no,no,339,196,no,27,yes
yes,no,166,113mb,yes,no,no,,,,,,,,,,yes,12,90,12,71,1900mb,allkeys-lfu,5,yes,yes,no,330,124,no,6,no
yes,no,85,163mb,no,yes,no,,,,,,,,,,yes,10,91,3,77,2600mb,volatile-ttl,6,yes,no,no,606,125,yes,27,yes
yes,everysec,198,128mb,yes,no,no,,,,,,,,,,,,,,,1400mb,volatile-lfu,6,no,no,no,369,96,yes,10,yes
yes,everysec,64,153mb,no,yes,no,,,,,,,,,,,,,,,2100mb,allkeys-random,7,no,no,yes,708,60,no,25,yes
yes,no,65,128mb,no,yes,yes,,,,,,,,,,,,,,,2100mb,allkeys-random,4,yes,yes,no,338,87,no,17,yes
yes,always,78,105mb,yes,yes,no,,,,,,,,,,,,,,,2200mb,volatile-random,4,no,yes,yes,425,173,yes,24,yes
yes,everysec,97,244mb,yes,no,no,,,,,,,,,,,,,,,1100mb,allkeys-lru,7,yes,yes,no,486,144,yes,38,yes
yes,everysec,137,102mb,yes,no,no,,,,,,,,,,yes,12,93,21,74,1100mb,volatile-random,7,no,yes,no,573,95,no,21,no
yes,always,80,123mb,no,no,no,,,,,,,,,,yes,2,91,30,73,1700mb,volatile-lru,4,no,yes,no,644,188,yes,27,no
yes,everysec,188,250mb,no,yes,yes,,,,,,,,,,yes,20,72,1,77,2800mb,allkeys-lfu,4,no,yes,no,652,140,yes,17,no
yes,no,194,191mb,no,yes,no,,,,,,,,,,,,,,,1400mb,allkeys-random,5,yes,no,no,733,55,no,4,yes
yes,always,166,163mb,no,yes,no,,,,,,,,,,,,,,,1800mb,volatile-random,4,no,yes,no,340,63,no,39,no
yes,everysec,126,68mb,yes,yes,no,,,,,,,,,,yes,23,88,26,70,1100mb,noeviction,6,yes,no,yes,441,191,no,23,no
yes,everysec,165,186mb,yes,yes,no,,,,,,,,,,,,,,,1400mb,volatile-ttl,6,yes,yes,yes,448,47,no,13,yes
yes,everysec,181,65mb,no,yes,no,,,,,,,,,,yes,13,83,8,89,1800mb,volatile-lru,7,yes,no,no,419,190,no,7,no
yes,no,95,173mb,yes,no,no,,,,,,,,,,yes,27,88,11,90,2300mb,allkeys-lfu,7,no,no,yes,397,133,yes,6,yes
yes,everysec,180,230mb,no,yes,no,,,,,,,,,,,,,,,1000mb,noeviction,5,no,no,no,620,24,yes,4,yes
yes,everysec,145,83mb,no,no,yes,,,,,,,,,,yes,23,91,3,85,2400mb,allkeys-lru,5,yes,yes,no,476,85,no,32,no
yes,everysec,114,82mb,yes,yes,no,,,,,,,,,,,,,,,2600mb,allkeys-random,4,yes,yes,yes,484,47,no,31,yes
yes,everysec,193,62mb,yes,no,yes,,,,,,,,,,yes,15,71,9,86,2800mb,allkeys-lfu,5,no,no,yes,503,234,no,7,no
yes,no,130,97mb,no,yes,no,,,,,,,,,,,,,,,1800mb,volatile-random,6,yes,no,yes,338,149,no,3,no
yes,everysec,127,179mb,yes,yes,yes,,,,,,,,,,,,,,,2900mb,allkeys-random,3,yes,no,yes,415,131,no,33,yes
yes,always,83,165mb,no,yes,no,,,,,,,,,,,,,,,1900mb,volatile-random,5,no,no,no,550,154,no,28,no
yes,everysec,181,77mb,no,no,yes,,,,,,,,,,yes,19,84,21,75,2700mb,allkeys-random,4,yes,yes,no,524,148,yes,37,no
yes,everysec,184,125mb,yes,no,no,,,,,,,,,,yes,11,74,16,88,1400mb,allkeys-random,3,yes,no,yes,630,187,yes,17,yes
yes,everysec,57,30mb,yes,no,yes,,,,,,,,,,,,,,,1900mb,volatile-random,3,no,no,yes,314,156,yes,8,no
yes,everysec,128,19mb,yes,yes,no,,,,,,,,,,yes,8,88,23,90,2700mb,volatile-ttl,6,no,no,no,586,142,no,3,no
yes,no,187,255mb,no,no,yes,,,,,,,,,,,,,,,2400mb,allkeys-lfu,7,yes,no,no,331,166,yes,8,yes
yes,everysec,169,120mb,no,no,no,,,,,,,,,,yes,28,75,9,87,1000mb,allkeys-lfu,3,no,yes,no,423,240,no,37,no
yes,no,132,122mb,no,yes,yes,,,,,,,,,,yes,13,73,22,73,2300mb,volatile-lfu,7,no,yes,yes,623,247,yes,16,yes
yes,no,150,90mb,no,no,no,,,,,,,,,,,,,,,2100mb,volatile-lru,3,yes,no,no,634,244,no,18,yes
yes,everysec,155,59mb,yes,yes,no,,,,,,,,,,,,,,,1900mb,allkeys-random,7,yes,no,yes,608,216,yes,2,yes
yes,no,126,165mb,no,no,no,,,,,,,,,,,,,,,1400mb,allkeys-lfu,6,no,yes,no,427,50,yes,4,no
yes,no,108,161mb,no,no,yes,,,,,,,,,,,,,,,2300mb,allkeys-lfu,4,no,yes,yes,357,22,yes,16,yes
yes,no,96,200mb,yes,no,yes,,,,,,,,,,yes,15,91,12,90,2700mb,noeviction,4,yes,no,no,621,153,yes,7,yes
yes,everysec,72,237mb,no,yes,no,,,,,,,,,,yes,4,96,2,88,1900mb,volatile-random,5,yes,yes,yes,621,134,no,39,no
yes,everysec,166,199mb,yes,no,no,,,,,,,,,,,,,,,2600mb,volatile-lru,6,no,yes,yes,680,190,no,9,yes
yes,everysec,83,231mb,no,no,yes,,,,,,,,,,,,,,,1400mb,allkeys-random,4,yes,no,no,603,57,no,20,no
yes,no,83,216mb,yes,no,no,,,,,,,,,,,,,,,1500mb,allkeys-lfu,7,no,no,no,680,96,no,28,yes
yes,everysec,60,52mb,yes,no,yes,,,,,,,,,,yes,12,94,5,74,2200mb,volatile-ttl,5,no,yes,no,532,142,yes,19,no
yes,no,179,239mb,no,no,yes,,,,,,,,,,,,,,,1700mb,volatile-random,5,no,yes,no,506,89,yes,13,yes
yes,no,70,240mb,yes,no,no,,,,,,,,,,,,,,,2700mb,allkeys-random,4,no,no,no,403,192,yes,16,yes
yes,everysec,156,71mb,yes,yes,no,,,,,,,,,,yes,29,75,16,88,1800mb,allkeys-lfu,5,yes,no,yes,273,232,yes,38,yes
yes,everysec,118,230mb,yes,no,yes,,,,,,,,,,yes,14,76,2,72,1200mb,volatile-random,6,no,yes,yes,388,57,yes,22,yes
yes,always,69,134mb,yes,no,yes,,,,,,,,,,yes,29,88,22,76,2200mb,allkeys-lfu,7,no,yes,no,396,106,yes,23,no
yes,always,69,89mb,yes,yes,yes,,,,,,,,,,,,,,,2100mb,volatile-lfu,6,yes,no,yes,646,41,yes,29,yes
yes,no,135,249mb,yes,no,no,,,,,,,,,,yes,25,70,9,86,1200mb,allkeys-lfu,3,yes,no,no,430,152,yes,26,yes
yes,no,99,225mb,yes,yes,no,,,,,,,,,,yes,23,71,18,84,2600mb,volatile-ttl,3,yes,no,yes,430,183,yes,28,yes
yes,always,194,93mb,yes,no,no,,,,,,,,,,,,,,,1200mb,allkeys-lru,5,no,yes,yes,532,94,yes,19,yes
yes,everysec,62,57mb,yes,no,no,,,,,,,,,,,,,,,1600mb,volatile-random,6,no,yes,yes,278,22,yes,11,yes
yes,everysec,152,95mb,no,no,yes,,,,,,,,,,yes,16,75,8,70,2700mb,volatile-lru,6,no,no,yes,482,68,no,9,no
yes,everysec,78,98mb,yes,yes,yes,,,,,,,,,,yes,2,91,26,88,1000mb,volatile-lru,7,yes,no,no,292,45,no,17,yes
yes,no,80,68mb,no,yes,yes,,,,,,,,,,yes,1,98,22,88,2900mb,volatile-random,4,yes,yes,yes,350,115,no,30,yes
yes,everysec,135,79mb,no,yes,no,,,,,,,,,,,,,,,2600mb,allkeys-random,4,yes,yes,no,314,141,yes,39,yes
yes,no,191,103mb,yes,yes,no,,,,,,,,,,yes,16,96,4,85,1900mb,volatile-lfu,5,no,no,yes,380,109,no,20,yes
yes,everysec,173,39mb,yes,no,no,,,,,,,,,,,,,,,1100mb,noeviction,4,yes,no,no,695,166,no,26,yes
yes,no,82,229mb,no,yes,yes,,,,,,,,,,yes,4,78,21,80,2700mb,volatile-ttl,3,no,yes,yes,636,239,yes,34,yes
yes,no,96,23mb,no,yes,yes,,,,,,,,,,yes,17,96,20,77,2200mb,volatile-lfu,3,no,no,no,361,233,yes,39,yes
yes,no,187,190mb,yes,no,yes,,,,,,,,,,yes,20,95,7,88,2700mb,volatile-lru,5,yes,yes,no,274,148,yes,13,yes
yes,always,157,71mb,yes,no,no,,,,,,,,,,,,,,,2900mb,volatile-lru,3,yes,no,no,537,123,yes,22,yes
yes,no,102,176mb,no,yes,yes,,,,,,,,,,,,,,,1000mb,noeviction,4,no,no,yes,675,192,yes,21,no
yes,everysec,90,139mb,no,no,yes,,,,,,,,,,,,,,,1600mb,noeviction,5,yes,yes,yes,399,67,no,39,yes
yes,no,73,97mb,no,no,no,,,,,,,,,,,,,,,1000mb,allkeys-random,7,yes,yes,yes,338,101,yes,22,yes
yes,always,196,186mb,no,no,yes,,,,,,,,,,yes,9,81,9,72,2400mb,volatile-ttl,4,no,yes,yes,300,155,no,14,no
yes,no,174,134mb,yes,yes,no,,,,,,,,,,,,,,,1000mb,allkeys-lfu,5,yes,yes,no,727,123,no,13,no
yes,everysec,129,89mb,no,no,yes,,,,,,,,,,,,,,,1700mb,allkeys-random,4,yes,no,no,404,123,no,30,no
yes,everysec,134,163mb,yes,no,no,,,,,,,,,,yes,7,86,17,89,1600mb,allkeys-random,3,no,yes,yes,549,170,yes,34,no
yes,always,193,75mb,no,no,no,,,,,,,,,,yes,4,84,30,78,2700mb,volatile-lfu,3,yes,yes,yes,328,29,yes,10,no
yes,always,86,244mb,yes,yes,no,,,,,,,,,,,,,,,1100mb,allkeys-lru,6,yes,no,yes,640,44,no,35,no
yes,everysec,164,230mb,yes,yes,yes,,,,,,,,,,yes,5,94,29,84,1400mb,noeviction,3,yes,yes,yes,294,159,yes,21,yes
yes,everysec,156,19mb,yes,no,yes,,,,,,,,,,,,,,,1400mb,volatile-lfu,4,yes,no,yes,659,137,no,22,yes
yes,always,67,174mb,no,yes,yes,,,,,,,,,,,,,,,1200mb,allkeys-lru,5,no,yes,no,573,19,no,2,yes
yes,no,91,43mb,no,yes,yes,,,,,,,,,,,,,,,2900mb,allkeys-lru,7,no,no,yes,267,205,no,2,yes
yes,everysec,102,80mb,yes,no,no,,,,,,,,,,yes,30,70,5,73,2300mb,volatile-lru,6,no,yes,no,561,213,yes,12,no
yes,no,138,72mb,yes,yes,no,,,,,,,,,,yes,26,98,5,89,2300mb,allkeys-random,4,yes,no,yes,684,78,yes,20,yes
yes,always,79,89mb,no,yes,no,,,,,,,,,,,,,,,2100mb,allkeys-lru,6,yes,yes,yes,687,217,no,9,yes
yes,always,103,22mb,yes,no,no,,,,,,,,,,yes,19,87,17,76,1300mb,allkeys-random,6,no,no,yes,595,76,yes,32,no
yes,everysec,197,219mb,yes,yes,yes,,,,,,,,,,,,,,,1900mb,noeviction,6,yes,yes,no,297,31,no,10,no
yes,always,62,215mb,no,no,yes,,,,,,,,,,,,,,,2700mb,allkeys-lru,6,no,no,yes,722,36,yes,11,no
yes,always,131,226mb,no,yes,no,,,,,,,,,,yes,11,70,19,76,2700mb,volatile-lru,4,yes,no,yes,715,213,no,17,yes
yes,everysec,53,153mb,no,yes,no,,,,,,,,,,,,,,,2900mb,allkeys-lfu,4,yes,yes,yes,419,224,no,11,yes
yes,always,170,162mb,no,yes,no,,,,,,,,,,yes,1,76,4,79,1000mb,volatile-ttl,3,yes,no,yes,606,157,no,6,no
yes,always,187,113mb,no,yes,no,,,,,,,,,,,,,,,2300mb,volatile-ttl,6,yes,yes,no,388,215,no,1,yes
yes,everysec,165,140mb,yes,no,no,,,,,,,,,,yes,13,97,1,90,2900mb,noeviction,5,no,yes,yes,260,201,yes,30,yes
yes,everysec,68,61mb,no,no,yes,,,,,,,,,,yes,9,92,6,73,2700mb,allkeys-lru,4,yes,no,no,384,187,yes,3,no
yes,everysec,68,183mb,no,no,no,,,,,,,,,,,,,,,2700mb,volatile-lru,7,yes,yes,yes,415,114,yes,2,no
yes,everysec,138,184mb,yes,yes,no,,,,,,,,,,,,,,,1000mb,allkeys-lfu,7,yes,yes,no,670,214,yes,10,yes
yes,always,198,177mb,no,yes,no,,,,,,,,,,,,,,,2500mb,volatile-random,6,yes,no,yes,738,145,yes,13,no
yes,everysec,186,111mb,yes,yes,no,,,,,,,,,,yes,13,80,25,77,2100mb,volatile-lfu,4,no,no,yes,673,103,yes,24,yes
yes,everysec,133,58mb,yes,yes,no,,,,,,,,,,yes,24,100,22,70,1200mb,allkeys-lfu,6,no,yes,yes,347,227,yes,8,no
